Medida;Tipo de medida;Acciones;Descripción de la accion;Área municipal responsable;Colaboradores;Posibles fuentes de financiamiento;Otros medios de implementación;Indicadores de orientación;Medio de verificación;Plazo máximo;Costo;Transformaciones;Comuna;Pagina donde empiezas a extraer la informacion de la fila
"Mejorar la gestión y eficiencia del uso del agua a nivel domiciliario y de espacios públicos en zonas urbanas y rurales";"Adaptación";"Seguridad Hídrica 1.5";"Reemplazar la vegetación de alto consumo hídrico en espacios públicos por especies nativas seleccionadas.";"Unidad de Medio Ambiente";"Seremi de Vivienda y Urbanismo (Minvu), Conaf, MOP - DGA y Subdirección de Servicios Sanitarios Rurales, Senapred y comités de APR.";"Fondos GORE (FNDR, FRIL FIC-R). Fondos Subdere (Programa de Mejoramiento Urbano y Equipamiento Comunal, PMU). Fondos MOP (programas específicos del MOP para mejorar la infraestructura hídrica y tecnológica, programa de financiamiento APR). Fondos propios del municipio.";"Coordinación con comités de APR en la comuna y diagnóstico del estado de los mismos, en cuanto al nivel de eficiencia hídrica y pérdidas en los sistemas. Actualización de PRC considerando escasez hídrica como factor en el Estudio de Factibilidad Sanitaria, limitando o aumentando las densidades y capacidad de uso de suelo de acuerdo a la oferta hídrica existente. Incorporar en Plan Regulador Intercomunal de Borde Costero y en PROT las zonas rurales con riesgo de escasez hídrica.";"";"Inventario de vegetación reemplazada";"2030";"$50.000.000";"Fortalecer la seguridad hídrica";"Máfil";"176"
"Mejorar la gestión y eficiencia del uso del agua a nivel domiciliario y de espacios públicos en zonas urbanas y rurales";"Adaptación";"Seguridad Hídrica 1.6";"Elaborar y publicar una ordenanza para asegurar que las nuevas áreas verdes, tanto públicas como privadas, consideren especies nativas de bajo consumo hídrico.";"Unidad de Medio Ambiente";"Seremi de Vivienda y Urbanismo (Minvu), Conaf, MOP - DGA y Subdirección de Servicios Sanitarios Rurales, Senapred y comités de APR.";"Fondos GORE (FNDR, FRIL FIC-R). Fondos Subdere (Programa de Mejoramiento Urbano y Equipamiento Comunal, PMU). Fondos MOP (programas específicos del MOP para mejorar la infraestructura hídrica y tecnológica, programa de financiamiento APR). Fondos propios del municipio.";"Coordinación con comités de APR en la comuna y diagnóstico del estado de los mismos, en cuanto al nivel de eficiencia hídrica y pérdidas en los sistemas. Actualización de PRC considerando escasez hídrica como factor en el Estudio de Factibilidad Sanitaria, limitando o aumentando las densidades y capacidad de uso de suelo de acuerdo a la oferta hídrica existente. Incorporar en Plan Regulador Intercomunal de Borde Costero y en PROT las zonas rurales con riesgo de escasez hídrica.";"";"Propuesta de ordenanza presentada al Concejo Municipal";"2027";"$0";"Fortalecer la seguridad hídrica";"Máfil";"176"
"Mejorar la gestión y eficiencia del uso del agua a nivel domiciliario y de espacios públicos en zonas urbanas y rurales";"Adaptación";"Seguridad Hídrica 1.7";"Definir e implementar una estrategia para fomentar la participación de mujeres y comunidades indígenas en comités de agua y en otras instancias de planificación y gestión de agua en la comuna.";"Unidad de Medio Ambiente";"Seremi de Vivienda y Urbanismo (Minvu), Conaf, MOP - DGA y Subdirección de Servicios Sanitarios Rurales, Senapred y comités de APR.";"Fondos GORE (FNDR, FRIL FIC-R). Fondos Subdere (Programa de Mejoramiento Urbano y Equipamiento Comunal, PMU). Fondos MOP (programas específicos del MOP para mejorar la infraestructura hídrica y tecnológica, programa de financiamiento APR). Fondos propios del municipio.";"Coordinación con comités de APR en la comuna y diagnóstico del estado de los mismos, en cuanto al nivel de eficiencia hídrica y pérdidas en los sistemas. Actualización de PRC considerando escasez hídrica como factor en el Estudio de Factibilidad Sanitaria, limitando o aumentando las densidades y capacidad de uso de suelo de acuerdo a la oferta hídrica existente. Incorporar en Plan Regulador Intercomunal de Borde Costero y en PROT las zonas rurales con riesgo de escasez hídrica.";"";"Estrategia disponible e informe de resultados disponible";"2026";"$5.000.000";"Fortalecer la seguridad hídrica";"Máfil";"177"
"Mejorar la gestión y eficiencia del uso del agua a nivel domiciliario y de espacios públicos en zonas urbanas y rurales";"Adaptación";"Seguridad Hídrica 1.8";"Implementar sistemas de riego eficientes, por goteo y con detección de fugas, en plazas y parques de la comuna.";"Unidad de Medio Ambiente";"Seremi de Vivienda y Urbanismo (Minvu), Conaf, MOP - DGA y Subdirección de Servicios Sanitarios Rurales, Senapred y comités de APR.";"Fondos GORE (FNDR, FRIL FIC-R). Fondos Subdere (Programa de Mejoramiento Urbano y Equipamiento Comunal, PMU). Fondos MOP (programas específicos del MOP para mejorar la infraestructura hídrica y tecnológica, programa de financiamiento APR). Fondos propios del municipio.";"Coordinación con comités de APR en la comuna y diagnóstico del estado de los mismos, en cuanto al nivel de eficiencia hídrica y pérdidas en los sistemas. Actualización de PRC considerando escasez hídrica como factor en el Estudio de Factibilidad Sanitaria, limitando o aumentando las densidades y capacidad de uso de suelo de acuerdo a la oferta hídrica existente. Incorporar en Plan Regulador Intercomunal de Borde Costero y en PROT las zonas rurales con riesgo de escasez hídrica.";"";"Suscripción de contrato con proveedor";"2030";"$5.700.000";"Fortalecer la seguridad hídrica";"Máfil";"177"
"Mejorar la gestión y eficiencia del uso del agua a nivel domiciliario y de espacios públicos en zonas urbanas y rurales";"Adaptación";"Seguridad Hídrica 1.9";"Implementar un programa de monitoreo y mantención de sistemas de riego.";"Unidad de Medio Ambiente";"Seremi de Vivienda y Urbanismo (Minvu), Conaf, MOP - DGA y Subdirección de Servicios Sanitarios Rurales, Senapred y comités de APR.";"Fondos GORE (FNDR, FRIL FIC-R). Fondos Subdere (Programa de Mejoramiento Urbano y Equipamiento Comunal, PMU). Fondos MOP (programas específicos del MOP para mejorar la infraestructura hídrica y tecnológica, programa de financiamiento APR). Fondos propios del municipio.";"Coordinación con comités de APR en la comuna y diagnóstico del estado de los mismos, en cuanto al nivel de eficiencia hídrica y pérdidas en los sistemas. Actualización de PRC considerando escasez hídrica como factor en el Estudio de Factibilidad Sanitaria, limitando o aumentando las densidades y capacidad de uso de suelo de acuerdo a la oferta hídrica existente. Incorporar en Plan Regulador Intercomunal de Borde Costero y en PROT las zonas rurales con riesgo de escasez hídrica.";"";"Programa de monitoreo y mantención disponible";"2030";"$4.788.000";"Fortalecer la seguridad hídrica";"Máfil";"178"
"Aumento del uso sostenible y eficiente de los recursos hídricos en el sector agropecuario";"Adaptación";"Seguridad Hídrica 2.1";"Levantar información y sistematizar listado de productores agrícolas de la comuna en base a tamaño de propietario, con el objetivo de focalizar esfuerzos de apoyo en la postulación a fondos concursables.";"Fomento Productivo";"INIA, Conadi, Comisión Nacional de Riego (CNR) e Indap. Productores agropecuarios";"Financiamiento sectorial los ministerios de Agricultura (Indap, INIA y CNR), de Desarrollo Social y Familia (Conadi), y de Economía, Fomento y Turismo (Corfo).";"Coordinación con productores locales de diversos tamaños, usando las instancias de coordinación existentes o creando nuevas.";"Número de productores con infraestructura de riego eficiente y/o captación de aguas lluvia.";"Sistematización de productores por tamaño, localidad y tipo de riego";"2030";"$9.000.000";"Fortalecer la seguridad hídrica";"Máfil";"178"
"Aumento del uso sostenible y eficiente de los recursos hídricos en el sector agropecuario";"Adaptación";"Seguridad Hídrica 2.2";"Difundir y asesorar a productores, (en base a tamaño) para la postulación de proyectos de riego tecnificado y captación de aguas lluvia en base a los fondos existentes.";"Fomento Productivo";"INIA, Conadi, Comisión Nacional de Riego (CNR) e Indap. Productores agropecuarios";"Financiamiento sectorial los ministerios de Agricultura (Indap, INIA y CNR), de Desarrollo Social y Familia (Conadi), y de Economía, Fomento y Turismo (Corfo).";"Coordinación con productores locales de diversos tamaños, usando las instancias de coordinación existentes o creando nuevas.";"Número de productores con infraestructura de riego eficiente y/o captación de aguas lluvia.";"Registro de actividades de difusión y asesoramiento";"2030";"$13.500.000";"Fortalecer la seguridad hídrica";"Máfil";"179"
"Aumento del uso sostenible y eficiente de los recursos hídricos en el sector agropecuario";"Adaptación";"Seguridad Hídrica 2.3";"Gestión de talleres y charlas informativas de INIA a nivel local sobre programas de capacitación en el ámbito de recursos hídricos y riego para asesores técnicos y productores, que incluya soluciones que se adapten al cambio climático, apoyando al menos con la facilitación de lugares y contacto con productores locales.";"Fomento Productivo";"INIA, Conadi, Comisión Nacional de Riego (CNR) e Indap. Productores agropecuarios";"Financiamiento sectorial los ministerios de Agricultura (Indap, INIA y CNR), de Desarrollo Social y Familia (Conadi), y de Economía, Fomento y Turismo (Corfo).";"Coordinación con productores locales de diversos tamaños, usando las instancias de coordinación existentes o creando nuevas.";"Número de productores con infraestructura de riego eficiente y/o captación de aguas lluvia.";"Oficio a INIA con solicitud de implementar charlas bajo su programa Capacitación en Recursos Hídricos";"2030";"$0";"Fortalecer la seguridad hídrica";"Máfil";"179"
"Promover la diversificación de la calefacción en sectores urbanos de la comuna";"Mitigación - Adaptación";"Energía Sustentable 1.1";"Coordinar con la Seremi de Energía la implementación de difusión y apoyo técnico a productores locales para adherirse a la certificación Sello Calidad de Leña, a través de un convenio de colaboración.";"Unidad de Medio Ambiente";"Seremi del Medio Ambiente y Seremi de Energía";"Financiamiento sectorial del Ministerio de Energía, y financiamiento del Gobierno Regional";"Convenio de colaboración con la Seremi de Energía. Construcción de un catastro de proveedores de leña seca. Figura de coordinación con Gobierno Regional para implementar recambio de calefactores. Difusión de beneficios a la ciudadanía de postular al recambio de calefactores.";"Porcentaje de productores de leña certificados con el Sello Calidad de Leña";"Convenio de colaboración firmado con Seremi de Energía";"2030";"$0";"Energía sustentable";"Máfil";"193"
"Promover la diversificación de la calefacción en sectores urbanos de la comuna";"Mitigación - Adaptación";"Energía Sustentable 1.2";"Incorporación del Sello de Calidad de Leña, y de origen comunal, como criterio de compra pública de leña para edificios de administración municipal.";"Unidad de Medio Ambiente";"Seremi del Medio Ambiente y Seremi de Energía";"Financiamiento sectorial del Ministerio de Energía, y financiamiento del Gobierno Regional";"Convenio de colaboración con la Seremi de Energía. Construcción de un catastro de proveedores de leña seca. Figura de coordinación con Gobierno Regional para implementar recambio de calefactores. Difusión de beneficios a la ciudadanía de postular al recambio de calefactores.";"Porcentaje de productores de leña certificados con el Sello Calidad de Leña";"Criterios de compra incorporados";"2030";"$0";"Energía sustentable";"Máfil";"194"
"Promover la diversificación de la calefacción en sectores urbanos de la comuna";"Mitigación - Adaptación";"Energía Sustentable 1.3";"Poner a disposición la información, requisitos y apoyo en la postulación al Fondo Concursable Leña Más Seca de la Agencia de Sostenibilidad Energética para productores locales (2)";"Unidad de Medio Ambiente";"Seremi del Medio Ambiente y Seremi de Energía";"Financiamiento sectorial del Ministerio de Energía, y financiamiento del Gobierno Regional";"Convenio de colaboración con la Seremi de Energía. Construcción de un catastro de proveedores de leña seca. Figura de coordinación con Gobierno Regional para implementar recambio de calefactores. Difusión de beneficios a la ciudadanía de postular al recambio de calefactores.";"Porcentaje de productores de leña certificados con el Sello Calidad de Leña";"Publicación en redes sociales o medios de verificación de campaña o talleres realizados";"2030";"$2.500.000";"Energía sustentable";"Máfil";"194"
"Promover la diversificación de la calefacción en sectores urbanos de la comuna";"Mitigación - Adaptación";"Energía Sustentable 1.4";"Poner a disposición para consumidores el listado de productores locales con certificación de Sello de Calidad en la comuna, a través de diferentes medios, como medios digitales, prensa escrita y en oficinas presenciales.";"Unidad de Medio Ambiente";"Seremi del Medio Ambiente y Seremi de Energía";"Financiamiento sectorial del Ministerio de Energía, y financiamiento del Gobierno Regional";"Convenio de colaboración con la Seremi de Energía. Construcción de un catastro de proveedores de leña seca. Figura de coordinación con Gobierno Regional para implementar recambio de calefactores. Difusión de beneficios a la ciudadanía de postular al recambio de calefactores.";"Porcentaje de productores de leña certificados con el Sello Calidad de Leña";"Listado publicado";"2030";"$2.500.000";"Energía sustentable";"Máfil";"195"
"Promover la diversificación de la calefacción en sectores urbanos de la comuna";"Mitigación - Adaptación";"Energía Sustentable 1.5";"Coordinar con Gobierno Regional la ejecución de un proyecto de recambio de calefactores para la comuna de Máfil donde se instalen soluciones bajas en emisiones de GEI.";"Unidad de Medio Ambiente";"Seremi del Medio Ambiente y Seremi de Energía";"Financiamiento sectorial del Ministerio de Energía, y financiamiento del Gobierno Regional";"Convenio de colaboración con la Seremi de Energía. Construcción de un catastro de proveedores de leña seca. Figura de coordinación con Gobierno Regional para implementar recambio de calefactores. Difusión de beneficios a la ciudadanía de postular al recambio de calefactores.";"Porcentaje de productores de leña certificados con el Sello Calidad de Leña";"Oficio/Mesa de trabajo/ convenio de colaboración";"2030";"$0";"Energía sustentable";"Máfil";"195"
"Implementación del programa Comuna Energética";"Mitigación - Adaptación";"Energía Sustentable 2.1";"Buscar fuentes de financiamiento, en conjunto con la Seremi de Energía y la Agencia de Sostenibilidad Energética, para elaborar la EEL.";"Unidad de Planificación y Desarrollo (Secplan), Unidad de Medio Ambiente";"Seremi de Energía, Agencia de Sustentabilidad Energética";"Agencia de Sostenibilidad Energética. Gobierno Regional.";"Se requiere coordinación con la Seremi de Energía para ser beneficiarios del financiamiento para el desarrollo de la EEL. Se requiere contratar una consultoría o un profesional especializado para el desarrollo de la estrategia.";"Estrategia energética local desarrollada incorporando criterios de cambio climático. Indicador 2 Sello Comuna Energética";"Oficios enviados";"2027";"$0";"Energía sustentable";"Máfil";"196"
"Promover la aislación térmica en viviendas nuevas y existentes, en sectores urbano y rural";"Mitigación";"Energía Sustentable 3.1";"Establecer un convenio de colaboración o mesa de trabajo con el Minvu que apunte a mejorar la aislación térmica de las viviendas.";"Dirección de Obras Municipales (DOM)";"Seremi del Minvu, Servicio de Vivienda y Urbanización (Serviu)";"Fondos sectoriales del Ministerio de Vivienda y Urbanismo, principalmente a través de su Programa de Protección del Patrimonio Familiar (PPPF). Programa de Mejoramiento Urbano (PMU) de la Subdere. Se recomienda indagar en otros programas ministeriales también.";"Coordinación con Minvu a través de convenio de colaboración.";"Porcentaje de viviendas en la comuna con subsidio de aislación térmica incorporado.";"Oficio, mesa de trabajo, o convenio de colaboración";"2030";"$0";"Energía sustentable";"Máfil";"196"
"Promover la aislación térmica en viviendas nuevas y existentes, en sectores urbano y rural";"Mitigación";"Energía Sustentable 3.2";"Ejecutar campaña de educación en torno a la aislación térmica de viviendas.";"Dirección de Obras Municipales (DOM)";"Seremi del Minvu, Servicio de Vivienda y Urbanización (Serviu)";"Fondos sectoriales del Ministerio de Vivienda y Urbanismo, principalmente a través de su Programa de Protección del Patrimonio Familiar (PPPF). Programa de Mejoramiento Urbano (PMU) de la Subdere. Se recomienda indagar en otros programas ministeriales también.";"Coordinación con Minvu a través de convenio de colaboración.";"Porcentaje de viviendas en la comuna con subsidio de aislación térmica incorporado.";"Registro de actividades educativas implementadas";"2030";"$8.000.000";"Energía sustentable";"Máfil";"197"
"Promover la aislación térmica en viviendas nuevas y existentes, en sectores urbano y rural";"Mitigación";"Energía Sustentable 3.3";"Evaluar e implementar la inclusión de criterios de eficiencia energética en bases de licitación de proyectos municipales, incluyendo aislación térmica.";"Dirección de Obras Municipales (DOM)";"Seremi del Minvu, Servicio de Vivienda y Urbanización (Serviu)";"Fondos sectoriales del Ministerio de Vivienda y Urbanismo, principalmente a través de su Programa de Protección del Patrimonio Familiar (PPPF). Programa de Mejoramiento Urbano (PMU) de la Subdere. Se recomienda indagar en otros programas ministeriales también.";"Coordinación con Minvu a través de convenio de colaboración.";"Porcentaje de viviendas en la comuna con subsidio de aislación térmica incorporado.";"Instructivo interno difundido";"2030";"$2.500.000";"Energía sustentable";"Máfil";"197"
"Fomento del uso de modos de transporte no motorizados";"Mitigación";"Movilidad Sostenible 1.1";"Identificación a nivel de perfil de posibles ciclovías a desarrollar en la comuna.";"Departamento de Tránsito, Unidad de Planificación y Desarrollo (Secplan)";"Secretaría Regional Ministerial de Transportes (Seremitt), Serviu, MOP";"GORE para el financiamiento del diseño y/o construcción de proyectos de ciclovías y la instalación de bicicleteros. Evaluar ejecutar un convenio de programación. Serviu para el financiamiento de diseño y/o construcción de ciclovías urbanas. MOP para el financiamiento de diseño y/o construcción de ciclovías interurbanas.";"Minvu y Secretaría de Planificación de Transporte (Sectra) proveen guías de diseño de ciclovías y vialidad ciclo inclusiva.";"Porcentaje de la participación modal de la comuna de viajes realizados en el modo ciclos y/o caminata.";"Estudio de perfil con el trazado y priorización de posibles ciclovías a desarrollar en la comuna";"2027";"$10.000.000";"Movilidad sostenible";"Máfil";"207"
"Fomento del uso de modos de transporte no motorizados";"Mitigación";"Movilidad Sostenible 1.2";"Solicitud de financiamiento para el diseño de las principales ciclovías identificadas (arquitectura, ingeniería y especialidades) y/o construcción de estas.";"Departamento de Tránsito, Unidad de Planificación y Desarrollo (Secplan)";"Secretaría Regional Ministerial de Transportes (Seremitt), Serviu, MOP";"GORE para el financiamiento del diseño y/o construcción de proyectos de ciclovías y la instalación de bicicleteros. Evaluar ejecutar un convenio de programación. Serviu para el financiamiento de diseño y/o construcción de ciclovías urbanas. MOP para el financiamiento de diseño y/o construcción de ciclovías interurbanas.";"Minvu y Secretaría de Planificación de Transporte (Sectra) proveen guías de diseño de ciclovías y vialidad ciclo inclusiva.";"Porcentaje de la participación modal de la comuna de viajes realizados en el modo ciclos y/o caminata.";"Solicitud de financiamiento al GORE, Serviu y/o MOP para desarrollar estudio de diseño y/o la construcción de las principales ciclovías identificadas";"2030";"$0";"Movilidad sostenible";"Máfil";"208"
"Fomento del uso de modos de transporte no motorizados";"Mitigación";"Movilidad Sostenible 1.3";"Instalación de bicicleteros en sectores estratégicos de la comuna.";"Departamento de Tránsito, Unidad de Planificación y Desarrollo (Secplan)";"Secretaría Regional Ministerial de Transportes (Seremitt), Serviu, MOP";"GORE para el financiamiento del diseño y/o construcción de proyectos de ciclovías y la instalación de bicicleteros. Evaluar ejecutar un convenio de programación. Serviu para el financiamiento de diseño y/o construcción de ciclovías urbanas. MOP para el financiamiento de diseño y/o construcción de ciclovías interurbanas.";"Minvu y Secretaría de Planificación de Transporte (Sectra) proveen guías de diseño de ciclovías y vialidad ciclo inclusiva.";"Porcentaje de la participación modal de la comuna de viajes realizados en el modo ciclos y/o caminata.";"Contrato tramitado con proveedor de bicicleteros";"2030";"$5.000.000";"Movilidad sostenible";"Máfil";"208"
"Fomento del uso de modos de transporte no motorizados";"Mitigación";"Movilidad Sostenible 1.4";"Realizar campañas que inviten a los habitantes de la comuna a usar modos de transporte activos.";"Departamento de Tránsito, Unidad de Planificación y Desarrollo (Secplan)";"Secretaría Regional Ministerial de Transportes (Seremitt), Serviu, MOP";"GORE para el financiamiento del diseño y/o construcción de proyectos de ciclovías y la instalación de bicicleteros. Evaluar ejecutar un convenio de programación. Serviu para el financiamiento de diseño y/o construcción de ciclovías urbanas. MOP para el financiamiento de diseño y/o construcción de ciclovías interurbanas.";"Minvu y Secretaría de Planificación de Transporte (Sectra) proveen guías de diseño de ciclovías y vialidad ciclo inclusiva.";"Porcentaje de la participación modal de la comuna de viajes realizados en el modo ciclos y/o caminata.";"Ejecución de campañas de comunicación";"2030";"$2.500.000";"Movilidad sostenible";"Máfil";"209"
"Fomento a la electromovilidad en el sector privado y municipal";"Mitigación";"Movilidad Sostenible 2.1";"Crear mesa de trabajo o convenio de colaboración con empresas distribuidoras de energía y combustibles de la región.";"Unidad de Planificación y Desarrollo (Secplan)";"Privados, Gobierno Regional";"Financiamiento sectorial desde el Ministerio de Transporte y Telecomunicaciones y la Subdere; financiamiento local a partir de ingresos propios permanentes, como permisos de circulación y multas de tránsito. Financiamiento regional por FNDR desde el GORE.";"";"Cantidad de cargadores instalados por número de habitantes";"Mesa de trabajo establecida o convenio de colaboración firmado";"2025";"$0";"Movilidad sostenible";"Máfil";"209"
"Fomento a la electromovilidad en el sector privado y municipal";"Mitigación";"Movilidad Sostenible 2.2";"Generar un plan de recambio de flota vehicular por vehículos eléctricos o híbridos.";"Unidad de Planificación y Desarrollo (Secplan)";"Privados, Gobierno Regional";"Financiamiento sectorial desde el Ministerio de Transporte y Telecomunicaciones y la Subdere; financiamiento local a partir de ingresos propios permanentes, como permisos de circulación y multas de tránsito. Financiamiento regional por FNDR desde el GORE.";"";"Cantidad de cargadores instalados por número de habitantes";"Plan presentado a Concejo para aprobación";"2027";"$0";"Movilidad sostenible";"Máfil";"209"
"Aumentar la valorización de residuos orgánicos generados a nivel municipal";"Mitigación";"Economía circular 1.1";"Identificar proyectos de otras instituciones que pudiesen ser postulados desde la comuna para financiar los sistemas de compostaje.";"Unidad de Planificación y Desarrollo (Secplan), Unidad de Medio Ambiente";"Gobierno Regional; Asociación de Municipios";"Presupuesto sectorial de la Subsecretaría de Desarrollo Regional a través de su Programa de Mejoramiento de Barrios (PMB). Gobierno Regional a través del FNDR o del Fondo Regional de Interés Local (FRIL) Presupuesto sectorial del Ministerio del Medio Ambiente a través de su Fondo para el Reciclaje (FPR).";"La educación sobre el buen uso de las composteras y el seguimiento a los usuarios es crítico para el éxito de la medida. Identificación de los principales generadores de residuos orgánicos y coordinación para que entreguen sus residuos. Identificación y coordinación de instancias para el uso del compost.";"Cantidad de residuos orgánicos valorizados";"Listado de proyectos identificados";"2025";"$0";"Potenciar la economía circular";"Máfil";"219"
"Aumentar la valorización de residuos orgánicos generados a nivel municipal";"Mitigación";"Economía circular 1.2";"Seleccionar los proyectos a ejecutar, evaluando la pertinencia de las escalas de compostaje: doméstica, comunitaria o comunal.";"Unidad de Planificación y Desarrollo (Secplan), Unidad de Medio Ambiente";"Gobierno Regional; Asociación de Municipios";"Presupuesto sectorial de la Subsecretaría de Desarrollo Regional a través de su Programa de Mejoramiento de Barrios (PMB). Gobierno Regional a través del FNDR o del Fondo Regional de Interés Local (FRIL) Presupuesto sectorial del Ministerio del Medio Ambiente a través de su Fondo para el Reciclaje (FPR).";"La educación sobre el buen uso de las composteras y el seguimiento a los usuarios es crítico para el éxito de la medida. Identificación de los principales generadores de residuos orgánicos y coordinación para que entreguen sus residuos. Identificación y coordinación de instancias para el uso del compost.";"Cantidad de residuos orgánicos valorizados";"Informe con proyectos seleccionados con su respectiva escala.";"2026";"$7.500.000";"Potenciar la economía circular";"Máfil";"220"
"Aumentar la valorización de residuos orgánicos generados a nivel municipal";"Mitigación";"Economía circular 1.3";"Ejecutar los proyectos, incluyendo instancias de educación y sensibilización a los usuarios, con seguimiento de al menos un año.";"Unidad de Planificación y Desarrollo (Secplan), Unidad de Medio Ambiente";"Gobierno Regional; Asociación de Municipios";"Presupuesto sectorial de la Subsecretaría de Desarrollo Regional a través de su Programa de Mejoramiento de Barrios (PMB). Gobierno Regional a través del FNDR o del Fondo Regional de Interés Local (FRIL) Presupuesto sectorial del Ministerio del Medio Ambiente a través de su Fondo para el Reciclaje (FPR).";"La educación sobre el buen uso de las composteras y el seguimiento a los usuarios es crítico para el éxito de la medida. Identificación de los principales generadores de residuos orgánicos y coordinación para que entreguen sus residuos. Identificación y coordinación de instancias para el uso del compost.";"Cantidad de residuos orgánicos valorizados";"Contratos, convenios de colaboración u otro documento que dé cuenta del inicio de los proyectos";"2030";"$46.000.000";"Potenciar la economía circular";"Máfil";"220"
"Aumentar la valorización de residuos orgánicos generados a nivel municipal";"Mitigación";"Economía circular 1.4";"Coordinar con la comunidad educativa para la ejecución de proyectos de compostaje, incluyendo la sensibilización de la comunidad educativa.";"Unidad de Planificación y Desarrollo (Secplan), Unidad de Medio Ambiente";"Gobierno Regional; Asociación de Municipios";"Presupuesto sectorial de la Subsecretaría de Desarrollo Regional a través de su Programa de Mejoramiento de Barrios (PMB). Gobierno Regional a través del FNDR o del Fondo Regional de Interés Local (FRIL) Presupuesto sectorial del Ministerio del Medio Ambiente a través de su Fondo para el Reciclaje (FPR).";"La educación sobre el buen uso de las composteras y el seguimiento a los usuarios es crítico para el éxito de la medida. Identificación de los principales generadores de residuos orgánicos y coordinación para que entreguen sus residuos. Identificación y coordinación de instancias para el uso del compost.";"Cantidad de residuos orgánicos valorizados";"Actas de reuniones";"2030";"$2.500.000";"Potenciar la economía circular";"Máfil";"221"
"Aumentar la valorización de residuos orgánicos generados a nivel municipal";"Mitigación";"Economía circular 1.5";"Generar las instancias para el aprovechamiento del compost por terceros a través de convenios o contratos, o por la misma municipalidad.";"Unidad de Planificación y Desarrollo (Secplan), Unidad de Medio Ambiente";"Gobierno Regional; Asociación de Municipios";"Presupuesto sectorial de la Subsecretaría de Desarrollo Regional a través de su Programa de Mejoramiento de Barrios (PMB). Gobierno Regional a través del FNDR o del Fondo Regional de Interés Local (FRIL) Presupuesto sectorial del Ministerio del Medio Ambiente a través de su Fondo para el Reciclaje (FPR).";"La educación sobre el buen uso de las composteras y el seguimiento a los usuarios es crítico para el éxito de la medida. Identificación de los principales generadores de residuos orgánicos y coordinación para que entreguen sus residuos. Identificación y coordinación de instancias para el uso del compost.";"Cantidad de residuos orgánicos valorizados";"Convenios o contratos firmados, y/o registro del uso del compost por parte de la municipalidad";"2027";"$0";"Potenciar la economía circular";"Máfil";"221"
"Elaborar un plan para reducir pérdidas y desperdicios de alimentos";"Mitigación";"Economía circular 2.1";"Implementar una campaña de difusión y concientización respecto al desperdicio de alimentos, enfocándose en instituciones clave como colegios y casinos.";"Unidad de Planificación y Desarrollo (Secplan), Unidad de Medio Ambiente";"Establecimientos educacionales, sector privado";"Presupuesto municipal. Presupuesto sectorial del Ministerio de Agricultura. Gobierno Regional.";"Acciones de coordinación con generadores de desperdicios de alimentos. Ordenanzas municipales.";"Cantidad de alimentos recuperados o revalorizados";"Registros de la campaña ejecutada";"2030";"$6.000.000";"Potenciar la economía circular";"Máfil";"222"
"Elaborar un plan para reducir pérdidas y desperdicios de alimentos";"Mitigación";"Economía circular 2.2";"Coordinar con restaurantes y servicios turísticos de la comuna para que tengan desperdicio cero de alimentos.";"Unidad de Planificación y Desarrollo (Secplan), Unidad de Medio Ambiente";"Establecimientos educacionales, sector privado";"Presupuesto municipal. Presupuesto sectorial del Ministerio de Agricultura. Gobierno Regional.";"Acciones de coordinación con generadores de desperdicios de alimentos. Ordenanzas municipales.";"Cantidad de alimentos recuperados o revalorizados";"Actas de reuniones, mesas de trabajo establecidas o convenios de colaboración firmados";"2030";"$7.500.000";"Potenciar la economía circular";"Máfil";"222"
"Elaborar un plan para reducir pérdidas y desperdicios de alimentos";"Mitigación";"Economía circular 2.3";"Implementar medidas para que los casinos de establecimientos educacionales en la comuna implementen una política de desperdicio cero de alimentos.";"Unidad de Planificación y Desarrollo (Secplan), Unidad de Medio Ambiente";"Establecimientos educacionales, sector privado";"Presupuesto municipal. Presupuesto sectorial del Ministerio de Agricultura. Gobierno Regional.";"Acciones de coordinación con generadores de desperdicios de alimentos. Ordenanzas municipales.";"Cantidad de alimentos recuperados o revalorizados";"Actas de reuniones, mesas de trabajo establecidas o convenios de colaboración firmados";"2030";"$7.500.000";"Potenciar la economía circular";"Máfil";"223"
"Medida de fortalecimiento para la agenda climática del municipio";"Transversal";"Transversal 1";"Establecer un Convenio de Programación Territorial con el Gobierno Regional, que incorpore los objetivos descritos en la medida.";"Unidad de Planificación y Desarrollo (Secplan)";"Gobierno Regional";"Presupuesto municipal y del Gobierno Regional";"Creación de Convenio de Programación Territorial con el Gobierno Regional de carácter plurianual, estableciendo presupuestos y objetivos por el plazo establecido en el PACCC. Elaboración del PROT y PRI.";"Convenio de Programación Territorial con el Gobierno Regional aprobado por resolución.";"Oficio enviado al GORE.";"2025";"$0";"Transversal";"Máfil";"227"
