Medida;Tipo de medida;Acciones;Descripción de la accion;Área municipal responsable;Colaboradores;Posibles fuentes de financiamiento;Otros medios de implementación;Indicadores de orientación;Medio de verificación;Plazo máximo;Costo;Transformaciones;Comuna;Pagina donde empiezas a extraer la informacion de la fila
Aumento del uso sostenible y eficiente de los recursos hídricos en el sector agropecuario;Adaptación;Seguridad Hídrica 2.1;Levantar información y sistematizar listado de productores agrícolas de la comuna en base a tamaño de propietario, con el objetivo de focalizar esfuerzos de apoyo en la postulación a fondos concursables.;Oficina de Desarrollo Rural;INIA, Conadi, CNR e Indap;Financiamiento sectorial del Ministerio de Agricultura (Indap y CNR), Ministerio de Desarrollo Social y Familia (Conadi), Ministerio de Economía, Fomento y Turismo (Corfo).;Coordinación con productores locales de diversos tamaños, usando las instancias de coordinación existentes o creando nuevas.;Indicador 1 Número de productores con infraestructura de riego eficiente y/o captación de aguas lluvia.;Sistematización de productores por tamaño, localidad y tipo de riego;2030;$9.000.000;Fortalecer la seguridad hídrica;Corral;189
Aumento del uso sostenible y eficiente de los recursos hídricos en el sector agropecuario;Adaptación;Seguridad Hídrica 2.2;Difundir y asesorar a productores, (en base a tamaño) para la postulación de proyectos de riego tecnificado y captación de aguas lluvia en base a los fondos existentes.;Oficina de Desarrollo Rural;INIA, Conadi, CNR e Indap;Financiamiento sectorial del Ministerio de Agricultura (Indap y CNR), Ministerio de Desarrollo Social y Familia (Conadi), Ministerio de Economía, Fomento y Turismo (Corfo).;Coordinación con productores locales de diversos tamaños, usando las instancias de coordinación existentes o creando nuevas.;Indicador 1 Número de productores con infraestructura de riego eficiente y/o captación de aguas lluvia.;Registros de actividades de difusión y asesoramiento.;2030;$13.500.000;Fortalecer la seguridad hídrica;Corral;190
Aumento del uso sostenible y eficiente de los recursos hídricos en el sector agropecuario;Adaptación;Seguridad Hídrica 2.3;Gestión de talleres y charlas informativas de la CNR a nivel local en base a sus programas disponibles, sobre soluciones que se adapten al cambio climático, apoyando al menos con la facilitación de lugares y contacto con productores locales.;Oficina de Desarrollo Rural;INIA, Conadi, CNR e Indap;Financiamiento sectorial del Ministerio de Agricultura (Indap y CNR), Ministerio de Desarrollo Social y Familia (Conadi), Ministerio de Economía, Fomento y Turismo (Corfo).;Coordinación con productores locales de diversos tamaños, usando las instancias de coordinación existentes o creando nuevas.;Indicador 1 Número de productores con infraestructura de riego eficiente y/o captación de aguas lluvia.;Oficio a CNR con solicitud de implementar charlas bajo programa existente.;2030;$0;Fortalecer la seguridad hídrica;Corral;190
Promover la diversificación de la calefacción en sectores urbanos de la comuna;Mitigación - Adaptación;Energía Sustentable 1.1;Coordinar con la SEREMI de Energía la difusión, y con CONAF el apoyo técnico a productores locales para obtener el sello de calidad.;Unidad de Medio Ambiente;Secplan Municipal Seremi de Energía Conaf Seremi de Medio Ambiente;Financiamiento sectorial del Ministerio de Energía, y financiamiento del Gobierno Regional;;Indicador 1 Porcentaje de productores de leña certificados con sello de calidad. Indicador 2 Porcentaje de leña comprada por la municipalidad que cuenta con sello de calidad.;Convenio de colaboración firmado o mesa de trabajo implementada con Conaf y/o Seremi de Energía;2030;$0;Energía sustentable;Corral;202
Promover la diversificación de la calefacción en sectores urbanos de la comuna;Mitigación - Adaptación;Energía Sustentable 1.2;Incorporación del Sello de Calidad de Leña y de origen comunal, como criterio de compra pública de leña para edificios de administración municipal.;Unidad de Medio Ambiente;Secplan Municipal Seremi de Energía Conaf Seremi de Medio Ambiente;Financiamiento sectorial del Ministerio de Energía, y financiamiento del Gobierno Regional;;Indicador 1 Porcentaje de productores de leña certificados con sello de calidad. Indicador 2 Porcentaje de leña comprada por la municipalidad que cuenta con sello de calidad.;Criterios de compra incorporados;2030;$0;Energía sustentable;Corral;202
Promover la diversificación de la calefacción en sectores urbanos de la comuna;Mitigación - Adaptación;Energía Sustentable 1.3;Poner a disposición la información, requisitos y apoyo en la postulación al Fondo Concursable Leña Más Seca de la Agencia de Sostenibilidad Energética para productores locales.;Unidad de Medio Ambiente;Secplan Municipal Seremi de Energía Conaf Seremi de Medio Ambiente;Financiamiento sectorial del Ministerio de Energía, y financiamiento del Gobierno Regional;;Indicador 1 Porcentaje de productores de leña certificados con sello de calidad. Indicador 2 Porcentaje de leña comprada por la municipalidad que cuenta con sello de calidad.;Publicación en redes sociales o medios de verificación de campaña o talleres realizados;2030;$500.000;Energía sustentable;Corral;203
Promover la diversificación de la calefacción en sectores urbanos de la comuna;Mitigación - Adaptación;Energía Sustentable 1.4;Poner a disposición para consumidores, el listado de productores locales que cuentan con sello de calidad en la comuna, además de la "Leñería Popular Sustentable" (si aplica), a través de diferentes medios de comunicación, tales como medios digitales, prensa escrita, en oficinas presenciales.;Unidad de Medio Ambiente;Secplan Municipal Seremi de Energía Conaf Seremi de Medio Ambiente;Financiamiento sectorial del Ministerio de Energía, y financiamiento del Gobierno Regional;;Indicador 1 Porcentaje de productores de leña certificados con sello de calidad. Indicador 2 Porcentaje de leña comprada por la municipalidad que cuenta con sello de calidad.;Listado de productores publicados en los medios locales;2030;$500.000;Energía sustentable;Corral;203
Promover la aislación térmica en viviendas nuevas y existentes, en sectores urbano y rural;Mitigación;Energía Sustentable 2.1;Establecer un convenio de colaboración o mesa de trabajo con el Minvu que apunte a mejorar la aislación térmica de las viviendas.;Dirección de Obras Municipales (DOM);Seremi Minvu Serviu;Fondos sectoriales del Minvu, principalmente a través de su Programa de Protección del Patrimonio Familiar (PPPF). Se recomienda indagar en otros programas ministeriales también.;Coordinación con Minvu a través de convenio de colaboración.;Indicador 1 Porcentaje de viviendas en la comuna con subsidio de aislación térmica incorporado;Convenio de colaboración iniciado o mesa de trabajo establecida;2030;$0;Energía sustentable;Corral;204
Promover la aislación térmica en viviendas nuevas y existentes, en sectores urbano y rural;Mitigación;Energía Sustentable 2.2;Ejecutar campaña de educación en torno a la aislación térmica de viviendas.;Dirección de Obras Municipales (DOM);Seremi Minvu Serviu;Fondos sectoriales del Minvu, principalmente a través de su Programa de Protección del Patrimonio Familiar (PPPF). Se recomienda indagar en otros programas ministeriales también.;Coordinación con Minvu a través de convenio de colaboración.;Indicador 1 Porcentaje de viviendas en la comuna con subsidio de aislación térmica incorporado;Registro de actividades educativas implementadas;2030;$8.000.000;Energía sustentable;Corral;204
Promover la aislación térmica en viviendas nuevas y existentes, en sectores urbano y rural;Mitigación;Energía Sustentable 2.3;Evaluar e implementar la inclusión de criterios de eficiencia energética en bases de licitación de proyectos municipales, incluyendo aislación térmica.;Dirección de Obras Municipales (DOM);Seremi Minvu Serviu;Fondos sectoriales del Minvu, principalmente a través de su Programa de Protección del Patrimonio Familiar (PPPF). Se recomienda indagar en otros programas ministeriales también.;Coordinación con Minvu a través de convenio de colaboración.;Indicador 1 Porcentaje de viviendas en la comuna con subsidio de aislación térmica incorporado;Instructivo interno difundido;2030;$2.500.000;Energía sustentable;Corral;205
Recambio de luminarias;Mitigación;Energía Sustentable 3.1;Levantamiento de información sobre la situación del alumbrado público de la comuna en los sectores en que aún no se ha hecho el recambio de luminarias o que requieren ampliación del alumbrado público, ya sea con tecnología LED o fotovoltaica;Secplan;Seremi de Energía;Ministerio de Energía (Programa de Recambio de Luminarias de Alumbrado Público) Subsecretaría de Desarrollo Regional Gobierno regional Recursos propios asociados a mantención de espacio público;;Indicador 1 Porcentaje de luminarias energéticamente eficientes en relación al total de la comuna;Informe sobre la situación del alumbrado público;2026;$14.400.000;Energía sustentable;Corral;205
Recambio de luminarias;Mitigación;Energía Sustentable 3.2;Priorizar sectores de la comuna para recambio de luminarias y ejecutar en esos sectores;Secplan;Seremi de Energía;Ministerio de Energía (Programa de Recambio de Luminarias de Alumbrado Público) Subsecretaría de Desarrollo Regional Gobierno regional Recursos propios asociados a mantención de espacio público;;Indicador 1 Porcentaje de luminarias energéticamente eficientes en relación al total de la comuna;Registro de sectores con cambio de luminarias;2030;$105.000.000;Energía sustentable;Corral;206
Fomento del uso de modos de transporte no motorizados;Mitigación;Movilidad Sustentable 1.1;Identificación a nivel de perfil de posibles ciclovías y/o áreas de bajas emisiones (con preferencia en el uso peatonal y de transporte no motorizado) a desarrollar en la comuna.;Secplan;Oficina de Turismo Municipal Secretaría Regional Ministerial de Transportes y Telecomunicaciones (Seremitt) Serviu MOP;Gobierno Regional para el financiamiento (diseño y/o construcción) de proyectos de ciclovías, zonas peatonales y/o la instalación de bicicleteros. Se puede evaluar ejecutar un convenio de programación. Serviu para el financiamiento de diseño y/o construcción de ciclovías urbanas. Además de las zonas peatonales en lugares urbanos. MOP para el financiamiento de diseño y/o construcción de ciclovías interurbanas. Minvu a través de Ley de Aporte al Espacios Público.;Minvu y Sectra proveen guías de diseño de ciclovías y vialidad ciclo inclusiva.;Indicador 1 Porcentaje de viajes realizados en bicicleta y caminata dentro de la comuna.;Estudio de perfil con el trazado y priorización de posibles ciclovías y/o áreas de bajas emisiones a desarrollar en la comuna.;2030;$10.000.000;Movilidad sostenible;Corral;215
Fomento del uso de modos de transporte no motorizados;Mitigación;Movilidad Sustentable 1.2;Solicitud de financiamiento para el diseño (arquitectura, ingeniería y especialidades) de las principales ciclovías y/o áreas de bajas emisiones identificadas y/o para la construcción de estas.;Secplan;Oficina de Turismo Municipal Secretaría Regional Ministerial de Transportes y Telecomunicaciones (Seremitt) Serviu MOP;Gobierno Regional para el financiamiento (diseño y/o construcción) de proyectos de ciclovías, zonas peatonales y/o la instalación de bicicleteros. Se puede evaluar ejecutar un convenio de programación. Serviu para el financiamiento de diseño y/o construcción de ciclovías urbanas. Además de las zonas peatonales en lugares urbanos. MOP para el financiamiento de diseño y/o construcción de ciclovías interurbanas. Minvu a través de Ley de Aporte al Espacios Público.;Minvu y Sectra proveen guías de diseño de ciclovías y vialidad ciclo inclusiva.;Indicador 1 Porcentaje de viajes realizados en bicicleta y caminata dentro de la comuna.;Solicitud de financiamiento al Gore, Serviu y/o MOP para desarrollar estudio de diseño y/o la construcción de las principales ciclovías y/o áreas de bajas emisiones identificadas.;2030;$0;Movilidad sostenible;Corral;216
Fomento del uso de modos de transporte no motorizados;Mitigación;Movilidad Sustentable 1.3;Instalación de bicicleteros en sectores estratégicos de la comuna.;Secplan;Oficina de Turismo Municipal Secretaría Regional Ministerial de Transportes y Telecomunicaciones (Seremitt) Serviu MOP;Gobierno Regional para el financiamiento (diseño y/o construcción) de proyectos de ciclovías, zonas peatonales y/o la instalación de bicicleteros. Se puede evaluar ejecutar un convenio de programación. Serviu para el financiamiento de diseño y/o construcción de ciclovías urbanas. Además de las zonas peatonales en lugares urbanos. MOP para el financiamiento de diseño y/o construcción de ciclovías interurbanas. Minvu a través de Ley de Aporte al Espacios Público.;Minvu y Sectra proveen guías de diseño de ciclovías y vialidad ciclo inclusiva.;Indicador 1 Porcentaje de viajes realizados en bicicleta y caminata dentro de la comuna.;Contrato tramitado con proveedor de bicicleteros;2027;$5.000.000;Movilidad sostenible;Corral;217
Fomento del uso de modos de transporte no motorizados;Mitigación;Movilidad Sustentable 1.4;Realizar campañas que inviten a los habitantes de la comuna a usar modos de transporte activos, como también a seguir normas de seguridad vial.;Secplan;Oficina de Turismo Municipal Secretaría Regional Ministerial de Transportes y Telecomunicaciones (Seremitt) Serviu MOP;Gobierno Regional para el financiamiento (diseño y/o construcción) de proyectos de ciclovías, zonas peatonales y/o la instalación de bicicleteros. Se puede evaluar ejecutar un convenio de programación. Serviu para el financiamiento de diseño y/o construcción de ciclovías urbanas. Además de las zonas peatonales en lugares urbanos. MOP para el financiamiento de diseño y/o construcción de ciclovías interurbanas. Minvu a través de Ley de Aporte al Espacios Público.;Minvu y Sectra proveen guías de diseño de ciclovías y vialidad ciclo inclusiva.;Indicador 1 Porcentaje de viajes realizados en bicicleta y caminata dentro de la comuna.;Registros de campaña;2030;$9.000.000;Movilidad sostenible;Corral;217
Fomento a la electromovilidad en el sector privado y municipal;Mitigación;Movilidad Sustentable 2.1;Crear mesa de trabajo o convenio de colaboración con empresas de estaciones de servicio o distribuidoras de electricidad, para la instalación de puntos de carga de vehículos eléctricos disponibles al público.;Secplan;Privados, Gobierno Regional, Seremi de Energía;Financiamiento sectorial desde el Ministerio de Transporte y Telecomunicaciones y financiamiento local a partir de presupuesto municipal.;Alianza público privada con empresas que puedan instalar los puntos de carga.;Indicador 1 Cantidad de cargadores instalados en la comuna;Mesa de trabajo establecida o convenio de colaboración firmado.;2025;$0;Movilidad sostenible;Corral;217
Fomento a la electromovilidad en el sector privado y municipal;Mitigación;Movilidad Sustentable 2.2;Generar un plan de recambio de flota vehicular municipal por vehículos eléctricos o híbridos.;Secplan;Privados, Gobierno Regional, Seremi de Energía;Financiamiento sectorial desde el Ministerio de Transporte y Telecomunicaciones y financiamiento local a partir de presupuesto municipal.;Alianza público privada con empresas que puedan instalar los puntos de carga.;Indicador 1 Cantidad de cargadores instalados en la comuna;Plan presentado al Concejo Municipal para aprobación;2027;$0;Movilidad sostenible;Corral;218
Aumentar la valorización de residuos orgánicos generados a nivel municipal;Mitigación;Economía circular 1.1;Continuar y dar seguimiento a la ejecución del Programa de Valorización de Residuos Orgánicos, actualmente en curso;Unidad de Medio Ambiente;Subdere, Gobierno Regional.;Subsecretaría de Desarrollo Regional Gobierno regional: FNDR y FRIL Acciones concurrentes (Programa de Mejoramiento de Barrios, PMB) Fondo para el Reciclaje;Acciones asociadas a educación y capacitación: capacitación en uso correcto de composteras y gestión de residuos orgánicos;Indicador 1 Cantidad de residuos orgánicos valorizados;Contratos, convenios de colaboración, u otro documento que dé cuenta de la continuidad del programa.;2030;$6.250.000;Potenciar la economía circular;Corral;225
Aumentar la valorización de residuos orgánicos generados a nivel municipal;Mitigación;Economía circular 1.2;Identificación de nuevos proyectos que pudiesen ser postulados desde la comuna que complementen el Programa de Valorización de Residuos Orgánicos;Unidad de Medio Ambiente;Subdere, Gobierno Regional.;Subsecretaría de Desarrollo Regional Gobierno regional: FNDR y FRIL Acciones concurrentes (Programa de Mejoramiento de Barrios, PMB) Fondo para el Reciclaje;Acciones asociadas a educación y capacitación: capacitación en uso correcto de composteras y gestión de residuos orgánicos;Indicador 1 Cantidad de residuos orgánicos valorizados;Listado de proyectos de valorización de residuos orgánicos identificados;2028;$2.500.000;Potenciar la economía circular;Corral;226
Aumentar la valorización de residuos orgánicos generados a nivel municipal;Mitigación;Economía circular 1.4;Diseño de una planta de compostaje, en coordinación con otras comunas y con el Gobierno Regional.;Unidad de Medio Ambiente;Subdere, Gobierno Regional.;Subsecretaría de Desarrollo Regional Gobierno regional: FNDR y FRIL Acciones concurrentes (Programa de Mejoramiento de Barrios, PMB) Fondo para el Reciclaje;Acciones asociadas a educación y capacitación: capacitación en uso correcto de composteras y gestión de residuos orgánicos;Indicador 1 Cantidad de residuos orgánicos valorizados;Planta diseñada;2030;$40.000.000;Potenciar la economía circular;Corral;226
Elaborar un plan para reducir pérdidas y desperdicios de alimentos;Mitigación;Economía circular 2.1;Implementar una campaña de difusión y concientización respecto al desperdicio de alimentos, enfocándose en instituciones clave como colegios y casinos.;Unidad de Medio Ambiente, Aseo y Ornato, Secplan;Asociación de Municipalidades de la Región de Los Ríos para el Manejo Sustentable de Residuos y la Gestión Ambiental;Subsecretaría de Desarrollo Regional Gobierno regional: FNDR y FRIL Acciones concurrentes (Programa de Mejoramiento de Barrios - PMB) Fondo para el Reciclaje;No aplica, incluido en acciones de la medida;Indicador 1 Cantidad de reducción de desperdicio de alimentos;Registros de la campaña ejecutada;2030;$15.000.000;Potenciar la economía circular;Corral;227
Elaborar un plan para reducir pérdidas y desperdicios de alimentos;Mitigación;Economía circular 2.2;Coordinar con restaurantes y servicios turísticos de la comuna para que tengan desperdicio cero de alimentos.;Unidad de Medio Ambiente, Aseo y Ornato, Secplan;Asociación de Municipalidades de la Región de Los Ríos para el Manejo Sustentable de Residuos y la Gestión Ambiental;Subsecretaría de Desarrollo Regional Gobierno regional: FNDR y FRIL Acciones concurrentes (Programa de Mejoramiento de Barrios - PMB) Fondo para el Reciclaje;No aplica, incluido en acciones de la medida;Indicador 1 Cantidad de reducción de desperdicio de alimentos;Actas de reuniones, mesas de trabajo establecidas, o convenios de colaboración firmados.;2030;$7.500.000;Potenciar la economía circular;Corral;227
Elaborar un plan para reducir pérdidas y desperdicios de alimentos;Mitigación;Economía circular 2.3;Implementar medidas para que los casinos de establecimientos educacionales en la comuna implementen una política de desperdicio cero de alimentos.;Unidad de Medio Ambiente, Aseo y Ornato, Secplan;Asociación de Municipalidades de la Región de Los Ríos para el Manejo Sustentable de Residuos y la Gestión Ambiental;Subsecretaría de Desarrollo Regional Gobierno regional: FNDR y FRIL Acciones concurrentes (Programa de Mejoramiento de Barrios - PMB) Fondo para el Reciclaje;No aplica, incluido en acciones de la medida;Indicador 1 Cantidad de reducción de desperdicio de alimentos;Actas de reuniones, mesas de trabajo establecidas, o convenios de colaboración firmados.;2030;$7.500.000;Potenciar la economía circular;Corral;228
Medida de fortalecimiento para la agenda climática del Municipio;Transversal;Transversal 1;La municipalidad solicitará al Gobierno Regional el desarrollo de un Convenio de Programación Territorial, el cual tendrá como objetivo desarrollar diversas medidas que apoyen la ejecución del Plan de Acción Comunal de Cambio Climático. En el convenio se definirán los proyectos correspondientes, contemplando la posibilidad de incorporar los recursos humanos necesarios para el seguimiento y ejecución de las medidas y acciones del PACCC, incluyendo el apoyo para la mantención de los inventarios comunales con una frecuencia a definir.;Secplan;Gobierno Regional;Presupuesto municipal y del Gobierno Regional;Creación de Convenio de Programación Territorial con el Gore de carácter plurianual, estableciendo presupuestos y objetivos por el plazo establecido en el PACCC.;Indicador Convenio de Programación Territorial con el Gobierno Regional aprobado por resolución.;;;;Medida Transversal;Corral;230
Medida de fortalecimiento para la agenda climática del Municipio;Transversal;Transversal 2;Además, se instará al Gore la elaboración del Plan Regional de Ordenamiento Territorial (PROT), como también a iniciar el proceso de desarrollo de un Plan Regulador Intercomunal que incluya las áreas urbanas y rurales de la comuna. Este incorporará las medidas de ordenamiento territorial que emanan del PACCC, haciendo frente a los riesgos que afectan zonas rurales, como la escasez hídrica y los incendios forestales, y también el reconocimiento y protección de humedales priorizados. Finalmente, el municipio dará continuidad a la certificación ambiental municipal del Ministerio del Medio Ambiente.;Secplan;Gobierno Regional;Presupuesto municipal y del Gobierno Regional;Creación de Convenio de Programación Territorial con el Gore de carácter plurianual, estableciendo presupuestos y objetivos por el plazo establecido en el PACCC.;Indicador Convenio de Programación Territorial con el Gobierno Regional aprobado por resolución.;;;;Medida Transversal;Corral;230
