Medida;Tipo de medida;Acciones;Descripción de la accion;Área municipal responsable;Colaboradores;Posibles fuentes de financiamiento;Otros medios de implementación;Indicadores de orientación;Medio de verificación;Plazo máximo;Costo;Transformaciones;Comuna;Pagina donde empiezas a extraer la informacion de la fila
Mejorar la gestión y eficiencia del uso del agua a nivel domiciliario y de espacios públicos en zonas urbanas y rurales;Adaptación;Seguridad Hídrica 1.6;Elaborar y publicar una ordenanza para asegurar que las nuevas áreas verdes, tanto públicas como privadas, consideren especies nativas de bajo consumo hídrico.;Unidad de Medio Ambiente;Seremi MINVU Conaf Comités APR Dideco Municipalidad;Fondos GORE (FNDR, FRIL FIC-R) - Fondos Subdere - Programa Mejoramiento Urbano y equipamiento comunal (PMU) - Fondos MOP (programas específicos del MOP para mejorar la infraestructura hídrica y tecnológica, programa de financiamiento APR) - Fondos propios del municipio;Coordinación con Comités de APR en la comuna y diagnóstico del estado de sus instalaciones en cuanto al nivel de eficiencia hídrica y pérdidas en los sistemas. Actualización del PRC, urbanizando zonas densamente pobladas con escasez hídrica sin infraestructura de agua potable y alcantarillado. Desarrollo de un Plan Regulador Intercomunal que incorpore las zonas rurales con riesgo de escasez hídrica.;Porcentaje de viviendas con soluciones implementadas, en base al total identificado en Seguridad Hídrica 1.1;Propuesta de ordenanza presentada al Concejo;2027;;Fortalecer la seguridad hídrica;Futrono;187
Mejorar la gestión y eficiencia del uso del agua a nivel domiciliario y de espacios públicos en zonas urbanas y rurales;Adaptación;Seguridad Hídrica 1.7;Definir e implementar una estrategia para fomentar la participación de mujeres y comunidades indígenas en Comités de Agua y en otras instancias de planificación y gestión de agua en la comuna.;Unidad de Medio Ambiente;Seremi MINVU Conaf Comités APR Dideco Municipalidad;Fondos GORE (FNDR, FRIL FIC-R) - Fondos Subdere - Programa Mejoramiento Urbano y equipamiento comunal (PMU) - Fondos MOP (programas específicos del MOP para mejorar la infraestructura hídrica y tecnológica, programa de financiamiento APR) - Fondos propios del municipio;Coordinación con Comités de APR en la comuna y diagnóstico del estado de sus instalaciones en cuanto al nivel de eficiencia hídrica y pérdidas en los sistemas. Actualización del PRC, urbanizando zonas densamente pobladas con escasez hídrica sin infraestructura de agua potable y alcantarillado. Desarrollo de un Plan Regulador Intercomunal que incorpore las zonas rurales con riesgo de escasez hídrica.;Porcentaje de viviendas con soluciones implementadas, en base al total identificado en Seguridad Hídrica 1.1;Estrategia disponible e informe de resultados disponible;2026;;Fortalecer la seguridad hídrica;Futrono;188
Mejorar la gestión y eficiencia del uso del agua a nivel domiciliario y de espacios públicos en zonas urbanas y rurales;Adaptación;Seguridad Hídrica 1.8;Implementar sistemas de riego eficientes, por goteo y con detección de fugas, en plazas y parques de la comuna.;Unidad de Medio Ambiente;Seremi MINVU Conaf Comités APR Dideco Municipalidad;Fondos GORE (FNDR, FRIL FIC-R) - Fondos Subdere - Programa Mejoramiento Urbano y equipamiento comunal (PMU) - Fondos MOP (programas específicos del MOP para mejorar la infraestructura hídrica y tecnológica, programa de financiamiento APR) - Fondos propios del municipio;Coordinación con Comités de APR en la comuna y diagnóstico del estado de sus instalaciones en cuanto al nivel de eficiencia hídrica y pérdidas en los sistemas. Actualización del PRC, urbanizando zonas densamente pobladas con escasez hídrica sin infraestructura de agua potable y alcantarillado. Desarrollo de un Plan Regulador Intercomunal que incorpore las zonas rurales con riesgo de escasez hídrica.;Porcentaje de viviendas con soluciones implementadas, en base al total identificado en Seguridad Hídrica 1.1;Suscripción de contrato con proveedor.;2030;;Fortalecer la seguridad hídrica;Futrono;188
Mejorar la gestión y eficiencia del uso del agua a nivel domiciliario y de espacios públicos en zonas urbanas y rurales;Adaptación;Seguridad Hídrica 1.9;Implementar un programa de monitoreo y mantención de sistemas de riego.;Unidad de Medio Ambiente;Seremi MINVU Conaf Comités APR Dideco Municipalidad;Fondos GORE (FNDR, FRIL FIC-R) - Fondos Subdere - Programa Mejoramiento Urbano y equipamiento comunal (PMU) - Fondos MOP (programas específicos del MOP para mejorar la infraestructura hídrica y tecnológica, programa de financiamiento APR) - Fondos propios del municipio;Coordinación con Comités de APR en la comuna y diagnóstico del estado de sus instalaciones en cuanto al nivel de eficiencia hídrica y pérdidas en los sistemas. Actualización del PRC, urbanizando zonas densamente pobladas con escasez hídrica sin infraestructura de agua potable y alcantarillado. Desarrollo de un Plan Regulador Intercomunal que incorpore las zonas rurales con riesgo de escasez hídrica.;Porcentaje de viviendas con soluciones implementadas, en base al total identificado en Seguridad Hídrica 1.1;Programa de monitoreo y mantención disponible;2030;;Fortalecer la seguridad hídrica;Futrono;189
Aumento del uso sostenible y eficiente de los recursos hídricos en el sector agropecuario;Adaptación;Seguridad Hídrica 2.1;Levantar información y sistematizar listado de productores agrícolas de la comuna en base a tamaño de propietario, con el objetivo de focalizar esfuerzos de apoyo en la postulación a fondos concursables.;Rural de Dideco;INIA, Conadi, CNR e Indap Productores agropecuarios;Financiamiento sectorial del Ministerio de Agricultura (Indap, INIA y CNR), Ministerio de Desarrollo Social y Familia (Conadi), Ministerio de Economía, Fomento y Turismo (Corfo).;Coordinación con productores locales de diversos tamaños, usando las instancias de coordinación existentes o creando nuevas.;Número de productores con infraestructura de riego eficiente y/o captación de aguas lluvia.;Sistematización de productores por tamaño, localidad y tipo de riego;2030;;Fortalecer la seguridad hídrica;Futrono;189
Aumento del uso sostenible y eficiente de los recursos hídricos en el sector agropecuario;Adaptación;Seguridad Hídrica 2.2;Difundir y asesorar a productores (en base a tamaño) para la postulación de proyectos de riego tecnificado y captación de aguas lluvia en base a los fondos existentes.;Rural de Dideco;INIA, Conadi, CNR e Indap Productores agropecuarios;Financiamiento sectorial del Ministerio de Agricultura (Indap, INIA y CNR), Ministerio de Desarrollo Social y Familia (Conadi), Ministerio de Economía, Fomento y Turismo (Corfo).;Coordinación con productores locales de diversos tamaños, usando las instancias de coordinación existentes o creando nuevas.;Número de productores con infraestructura de riego eficiente y/o captación de aguas lluvia.;Registros de actividades de difusión y asesoramiento.;2030;;Fortalecer la seguridad hídrica;Futrono;190
Aumento del uso sostenible y eficiente de los recursos hídricos en el sector agropecuario;Adaptación;Seguridad Hídrica 2.3;Gestión de talleres y charlas informativas de INIA a nivel local en base a sus programas disponibles, sobre soluciones que se adapten al cambio climático, apoyando al menos con la facilitación de lugares y contacto con productores locales.;Rural de Dideco;INIA, Conadi, CNR e Indap Productores agropecuarios;Financiamiento sectorial del Ministerio de Agricultura (Indap, INIA y CNR), Ministerio de Desarrollo Social y Familia (Conadi), Ministerio de Economía, Fomento y Turismo (Corfo).;Coordinación con productores locales de diversos tamaños, usando las instancias de coordinación existentes o creando nuevas.;Número de productores con infraestructura de riego eficiente y/o captación de aguas lluvia.;Oficio a INIA con solicitud de implementar charlas bajo programa existente.;2030;;Fortalecer la seguridad hídrica;Futrono;190
Promover la diversificación de la calefacción en sectores urbanos de la comuna;Mitigación - Adaptación;Energía Sustentable 1.1;Coordinar con Conaf el apoyo técnico a productores locales para obtener el sello de calidad, con el apoyo en difusión de la Seremi de Energía.;Dirección de medio ambiente, aseo y ornato (Dimao);Fomento productivo de la Municipalidad Conaf Seremi de Energía Seremi del Medio Ambiente;Presupuesto sectorial del Ministerio de Energía por medio de sus programas activos Gobierno Regional;Uso del listado disponible en www.sellocalidadlena.cl Coordinación con el área de Dendroenergía de Conaf para dar apoyo técnico a productores que quieran obtener el sello de calidad.;Porcentaje de productores de leña certificados con el Sello Calidad de Leña. Porcentaje de leña comprada por la Municipalidad que cuenta con sello de calidad.;Convenio de colaboración firmado o mesa de trabajo implementada con Conaf y/o Seremi de Energía;2030;;Energía sustentable;Futrono;204
Promover la diversificación de la calefacción en sectores urbanos de la comuna;Mitigación - Adaptación;Energía Sustentable 1.2;Incorporar el Sello de Calidad de Leña (mientras se encuentre vigente y/o su equivalente) y de origen comunal, como criterio de compra pública de leña para edificios de administración municipal.;Dirección de medio ambiente, aseo y ornato (Dimao);Fomento productivo de la Municipalidad Conaf Seremi de Energía Seremi del Medio Ambiente;Presupuesto sectorial del Ministerio de Energía por medio de sus programas activos Gobierno Regional;Uso del listado disponible en www.sellocalidadlena.cl Coordinación con el área de Dendroenergía de Conaf para dar apoyo técnico a productores que quieran obtener el sello de calidad.;Porcentaje de productores de leña certificados con el Sello Calidad de Leña. Porcentaje de leña comprada por la Municipalidad que cuenta con sello de calidad.;Criterios de compra incorporados;2030;;Energía sustentable;Futrono;204
Promover la diversificación de la calefacción en sectores urbanos de la comuna;Mitigación - Adaptación;Energía Sustentable 1.3;Poner a disposición la información, requisitos y apoyo en la postulación al Fondo Concursable Leña Más Seca de la Agencia de Sostenibilidad Energética para productores locales.;Dirección de medio ambiente, aseo y ornato (Dimao);Fomento productivo de la Municipalidad Conaf Seremi de Energía Seremi del Medio Ambiente;Presupuesto sectorial del Ministerio de Energía por medio de sus programas activos Gobierno Regional;Uso del listado disponible en www.sellocalidadlena.cl Coordinación con el área de Dendroenergía de Conaf para dar apoyo técnico a productores que quieran obtener el sello de calidad.;Porcentaje de productores de leña certificados con el Sello Calidad de Leña. Porcentaje de leña comprada por la Municipalidad que cuenta con sello de calidad.;Publicación en redes sociales o medios de verificación de campaña o talleres realizados;2030;;Energía sustentable;Futrono;205
Promover la diversificación de la calefacción en sectores urbanos de la comuna;Mitigación - Adaptación;Energía Sustentable 1.4;Poner a disposición para consumidores el listado de productores locales con certificación de Sello de Calidad (mientras se encuentre vigente y/o su equivalente) en la comuna, a través de diferentes medios de comunicación, tales como medios digitales, prensa escrita y en oficinas.;Dirección de medio ambiente, aseo y ornato (Dimao);Fomento productivo de la Municipalidad Conaf Seremi de Energía Seremi del Medio Ambiente;Presupuesto sectorial del Ministerio de Energía por medio de sus programas activos Gobierno Regional;Uso del listado disponible en www.sellocalidadlena.cl Coordinación con el área de Dendroenergía de Conaf para dar apoyo técnico a productores que quieran obtener el sello de calidad.;Porcentaje de productores de leña certificados con el Sello Calidad de Leña. Porcentaje de leña comprada por la Municipalidad que cuenta con sello de calidad.;Publicación en redes sociales o medios de verificación de campaña realizada;2030;;Energía sustentable;Futrono;205
Promover la diversificación de la calefacción en sectores urbanos de la comuna;Mitigación - Adaptación;Energía Sustentable 1.5;Coordinar con Gobierno Regional y/o Seremi del Medio Ambiente, la ejecución de un proyecto de recambio de calefactores para la comuna de Corral, que considere soluciones bajas en emisiones de GEI.;Dirección de medio ambiente, aseo y ornato (Dimao);Fomento productivo de la Municipalidad Conaf Seremi de Energía Seremi del Medio Ambiente;Presupuesto sectorial del Ministerio de Energía por medio de sus programas activos Gobierno Regional;Uso del listado disponible en www.sellocalidadlena.cl Coordinación con el área de Dendroenergía de Conaf para dar apoyo técnico a productores que quieran obtener el sello de calidad.;Porcentaje de productores de leña certificados con el Sello Calidad de Leña. Porcentaje de leña comprada por la Municipalidad que cuenta con sello de calidad.;Oficio enviado, o mesa de trabajo constituida, o convenio de colaboración establecido.;2030;;Energía sustentable;Futrono;206
Implementación del programa Comuna Energética;Mitigación;Energía Sustentable 2.1;Buscar fuentes de financiamiento, en conjunto con la Seremi de Energía y la Agencia de Sostenibilidad Energética, para elaborar la EEL.;Dirección de Medio Ambiente, Aseo y Ornato;Secplan Seremi Energía, Agencia de Sostenibilidad Energética;Agencia de Sostenibilidad Energética Gobierno regional;Se requiere coordinación con la Seremi de Energía para acceder a financiamiento para realizar la EEL. Se requiere contratar una consultoría o a un profesional especializado para el desarrollo de la estrategia.;Estrategia energética local desarrollada incorporando criterios de cambio climático.;Oficios enviados;2027;;Energía sustentable;Futrono;207
Promover la aislación térmica en viviendas nuevas y existentes, en sectores urbano y rural;Mitigación;Energía Sustentable 3.1;Establecer un convenio de colaboración o mesa de trabajo con el MINVU que apunte a mejorar la aislación térmica de las viviendas.;Dideco;Seremi MINVU Serviu Dirección de Medio Ambiente, Aseo y Ornato de la Municipalidad;Fondos sectorial del MINVU, principalmente a través de su Programa de Protección del Patrimonio Familiar (PPPF) del Ministerio de Vivienda y Urbanismo (MINVU). Se recomienda indagar en otros programas ministeriales también.;Coordinación con MINVU.;Porcentaje de viviendas en la comuna con subsidio de aislación térmica incorporado;Convenio de colaboración iniciado o mesa de trabajo establecida;2030;;Energía sustentable;Futrono;207
Promover la aislación térmica en viviendas nuevas y existentes, en sectores urbano y rural;Mitigación;Energía Sustentable 3.2;Ejecutar campaña de educación en torno a la aislación térmica de viviendas.;Dideco;Seremi MINVU Serviu Dirección de Medio Ambiente, Aseo y Ornato de la Municipalidad;Fondos sectorial del MINVU, principalmente a través de su Programa de Protección del Patrimonio Familiar (PPPF) del Ministerio de Vivienda y Urbanismo (MINVU). Se recomienda indagar en otros programas ministeriales también.;Coordinación con MINVU.;Porcentaje de viviendas en la comuna con subsidio de aislación térmica incorporado;Registro de actividades educativas implementadas;2030;;Energía sustentable;Futrono;208
Promover la aislación térmica en viviendas nuevas y existentes, en sectores urbano y rural;Mitigación;Energía Sustentable 3.3;Evaluar e implementar la inclusión de criterios de eficiencia energética en bases de licitación de proyectos municipales, incluyendo aislación térmica.;Dideco;Seremi MINVU Serviu Dirección de Medio Ambiente, Aseo y Ornato de la Municipalidad;Fondos sectorial del MINVU, principalmente a través de su Programa de Protección del Patrimonio Familiar (PPPF) del Ministerio de Vivienda y Urbanismo (MINVU). Se recomienda indagar en otros programas ministeriales también.;Coordinación con MINVU.;Porcentaje de viviendas en la comuna con subsidio de aislación térmica incorporado;Instructivo interno difundido;2030;;Energía sustentable;Futrono;208
Recambio de luminarias;Mitigación;Energía Sustentable 4.1;Levantar información sobre la situación del alumbrado público de la comuna en los sectores en que aún no se ha hecho el recambio de luminarias, donde es necesaria reparación o actualización según norma lumínica, o donde exista la necesidad de agregar nuevas luminarias.;Secplan;Seremi Energía;Ministerio de Energía (Programa Recambio de luminarias de alumbrado público municipal Subsecretaría de Desarrollo Regional Gobierno regional Recursos propios asociados a mantención de espacio público;;Porcentaje de luminarias energéticamente eficientes en relación al total de la comuna.;Informe sobre la situación del alumbrado público;2026;;Energía sustentable;Futrono;209
Recambio de luminarias;Mitigación;Energía Sustentable 4.2;Priorizar sectores de la comuna para recambio o adición de luminarias (eficientes o fotovoltaicas) y ejecutar en esos sectores.;Secplan;Seremi Energía;Ministerio de Energía (Programa Recambio de luminarias de alumbrado público municipal Subsecretaría de Desarrollo Regional Gobierno regional Recursos propios asociados a mantención de espacio público;;Porcentaje de luminarias energéticamente eficientes en relación al total de la comuna.;Registro de sectores con cambio de luminarias;2030;;Energía sustentable;Futrono;209
Fomento del uso de modos de transporte no motorizados;Mitigación;Movilidad Sustentable 1.1;Identificación a nivel de perfil de posibles ciclovías y/o áreas de bajas emisiones (con preferencia en el uso peatonal y de transporte no motorizado) a desarrollar en la comuna.;Departamento de tránsito, Secplan;Seremi MTT, Serviu, MOP;GORE para el financiamiento (diseño y/o construcción) de proyectos de ciclovías, zonas de baja emisión y/o instalación de bicicleteros. Se puede evaluar ejecutar un convenio de programación. Serviu para el financiamiento de diseño y/o construcción de ciclovías urbanas o zonas de baja emisión. MOP para el financiamiento de diseño y/o construcción de ciclovías interurbanas MINVU a través de financiamiento sectorial. Uso de la Ley de aporte a espacios públicos;MINVU y Sectra proveen guías de diseño de ciclovías y vialidad ciclo inclusiva.;Porcentaje de viajes realizados en bicicleta y caminata en la comuna.;Estudio de perfil con el trazado y priorización de posibles ciclovías y/o áreas de bajas emisiones a desarrollar en la comuna.;2030;;Fomentar la movilidad sostenible;Futrono;219
Fomento del uso de modos de transporte no motorizados;Mitigación;Movilidad Sustentable 1.2;Solicitud de financiamiento para el diseño (arquitectura, ingeniería y especialidades) de las principales ciclovías y/o áreas de bajas emisiones identificadas y/o para la construcción de estas.;Departamento de tránsito, Secplan;Seremi MTT, Serviu, MOP;GORE para el financiamiento (diseño y/o construcción) de proyectos de ciclovías, zonas de baja emisión y/o instalación de bicicleteros. Se puede evaluar ejecutar un convenio de programación. Serviu para el financiamiento de diseño y/o construcción de ciclovías urbanas o zonas de baja emisión. MOP para el financiamiento de diseño y/o construcción de ciclovías interurbanas MINVU a través de financiamiento sectorial. Uso de la Ley de aporte a espacios públicos;MINVU y Sectra proveen guías de diseño de ciclovías y vialidad ciclo inclusiva.;Porcentaje de viajes realizados en bicicleta y caminata en la comuna.;Solicitud de financiamiento al GORE, Serviu y/o MOP para desarrollar estudios de diseño y/o la construcción de las principales ciclovías y/o áreas de bajas emisiones identificadas.;2030;;Fomentar la movilidad sostenible;Futrono;220
Fomento del uso de modos de transporte no motorizados;Mitigación;Movilidad Sustentable 1.3;Instalación de bicicleteros en sectores estratégicos de la comuna.;Departamento de tránsito, Secplan;Seremi MTT, Serviu, MOP;GORE para el financiamiento (diseño y/o construcción) de proyectos de ciclovías, zonas de baja emisión y/o instalación de bicicleteros. Se puede evaluar ejecutar un convenio de programación. Serviu para el financiamiento de diseño y/o construcción de ciclovías urbanas o zonas de baja emisión. MOP para el financiamiento de diseño y/o construcción de ciclovías interurbanas MINVU a través de financiamiento sectorial. Uso de la Ley de aporte a espacios públicos;MINVU y Sectra proveen guías de diseño de ciclovías y vialidad ciclo inclusiva.;Porcentaje de viajes realizados en bicicleta y caminata en la comuna.;Contrato tramitado con proveedor de bicicleteros;2027;;Fomentar la movilidad sostenible;Futrono;220
Fomento del uso de modos de transporte no motorizados;Mitigación;Movilidad Sustentable 1.4;Realizar campañas que inviten a los habitantes de la comuna a usar modos de transporte activos, como también a seguir normas de seguridad vial.;Departamento de tránsito, Secplan;Seremi MTT, Serviu, MOP;GORE para el financiamiento (diseño y/o construcción) de proyectos de ciclovías, zonas de baja emisión y/o instalación de bicicleteros. Se puede evaluar ejecutar un convenio de programación. Serviu para el financiamiento de diseño y/o construcción de ciclovías urbanas o zonas de baja emisión. MOP para el financiamiento de diseño y/o construcción de ciclovías interurbanas MINVU a través de financiamiento sectorial. Uso de la Ley de aporte a espacios públicos;MINVU y Sectra proveen guías de diseño de ciclovías y vialidad ciclo inclusiva.;Porcentaje de viajes realizados en bicicleta y caminata en la comuna.;Registros de campaña de comunicación;2030;;Fomentar la movilidad sostenible;Futrono;221
Fomento a la electromovilidad en el sector privado y municipal;Mitigación;Movilidad Sustentable 2.1;Crear mesa de trabajo con Seremi de Energía, empresas de estaciones de servicio y/o distribuidoras de electricidad, para la instalación de puntos de carga de vehículos eléctricos disponibles al público.;Dirección de Tránsito;Privados, Gobierno Regional, Seremi Energía;Financiamiento sectorial desde Subdere, Ministerio de Transporte y Telecomunicaciones. Financiamiento regional desde el GORE y presupuesto municipal.;Coordinación con Seremi de Energía y privados para evaluar e instalar los puntos de carga.;Cantidad de cargadores instalados en la comuna;Mesa de trabajo establecida o convenio de colaboración firmado;2030;;Fomentar la movilidad sostenible;Futrono;221
Fomento a la electromovilidad en el sector privado y municipal;Mitigación;Movilidad Sustentable 2.2;Generar un plan de recambio de flota vehicular municipal por vehículos eléctricos o híbridos.;Dirección de Tránsito;Privados, Gobierno Regional, Seremi Energía;Financiamiento sectorial desde Subdere, Ministerio de Transporte y Telecomunicaciones. Financiamiento regional desde el GORE y presupuesto municipal.;Coordinación con Seremi de Energía y privados para evaluar e instalar los puntos de carga.;Cantidad de cargadores instalados en la comuna;Plan presentado a Concejo para aprobación;2027;;Fomentar la movilidad sostenible;Futrono;222
Aumentar la valorización de residuos orgánicos generados a nivel municipal;Mitigación;Economía circular 1.1;Identificar proyectos de otras instituciones que pudiesen ser postulados desde la comuna para financiar los sistemas de compostaje.;Dirección de Medio Ambiente, Aseo y Ornato;Secplan Gobierno Regional;Subdere;Presupuesto sectorial de la Subsecretaría de Desarrollo Regional a través de su Programa de Mejoramiento de Barrios (PMB) Gobierno Regional a través del FNDR o del Fondo Regional de Interés Local (FRIL) Presupuesto sectorial del Ministerio del Medio Ambiente a través de su Fondo para el Reciclaje (FPR);Educación sobre el buen uso de las composteras y acompañamiento a los usuarios son factores críticos para el éxito de la medida. Identificación de los principales generadores de residuos orgánicos y coordinación para que entreguen sus residuos. Identificación y coordinación de instancias para el uso del compost.;Cantidad de residuos orgánicos valorizados;Listado de proyectos identificados;2025;;Potenciar la economía circular;Futrono;230
Aumentar la valorización de residuos orgánicos generados a nivel municipal;Mitigación;Economía circular 1.2;Seleccionar los proyectos a ejecutar, evaluando la pertinencia de las escalas de compostaje: doméstica, comunitaria o comunal.;Dirección de Medio Ambiente, Aseo y Ornato;Secplan Gobierno Regional;Subdere;Presupuesto sectorial de la Subsecretaría de Desarrollo Regional a través de su Programa de Mejoramiento de Barrios (PMB) Gobierno Regional a través del FNDR o del Fondo Regional de Interés Local (FRIL) Presupuesto sectorial del Ministerio del Medio Ambiente a través de su Fondo para el Reciclaje (FPR);Educación sobre el buen uso de las composteras y acompañamiento a los usuarios son factores críticos para el éxito de la medida. Identificación de los principales generadores de residuos orgánicos y coordinación para que entreguen sus residuos. Identificación y coordinación de instancias para el uso del compost.;Cantidad de residuos orgánicos valorizados;Informe con proyectos seleccionados con su respectiva escala.;2026;;Potenciar la economía circular;Futrono;231
Aumentar la valorización de residuos orgánicos generados a nivel municipal;Mitigación;Economía circular 1.3;Ejecutar los proyectos, incluyendo instancias de educación y sensibilización a los usuarios, con seguimiento de al menos un año.;Dirección de Medio Ambiente, Aseo y Ornato;Secplan Gobierno Regional;Subdere;Presupuesto sectorial de la Subsecretaría de Desarrollo Regional a través de su Programa de Mejoramiento de Barrios (PMB) Gobierno Regional a través del FNDR o del Fondo Regional de Interés Local (FRIL) Presupuesto sectorial del Ministerio del Medio Ambiente a través de su Fondo para el Reciclaje (FPR);Educación sobre el buen uso de las composteras y acompañamiento a los usuarios son factores críticos para el éxito de la medida. Identificación de los principales generadores de residuos orgánicos y coordinación para que entreguen sus residuos. Identificación y coordinación de instancias para el uso del compost.;Cantidad de residuos orgánicos valorizados;Contratos, convenios de colaboración, u otro documento que dé cuenta del inicio de los proyectos.;2030;;Potenciar la economía circular;Futrono;231
Aumentar la valorización de residuos orgánicos generados a nivel municipal;Mitigación;Economía circular 1.4;Coordinar con la comunidad educativa la ejecución de proyectos de compostaje, incluyendo la sensibilización de sus integrantes.;Dirección de Medio Ambiente, Aseo y Ornato;Secplan Gobierno Regional;Subdere;Presupuesto sectorial de la Subsecretaría de Desarrollo Regional a través de su Programa de Mejoramiento de Barrios (PMB) Gobierno Regional a través del FNDR o del Fondo Regional de Interés Local (FRIL) Presupuesto sectorial del Ministerio del Medio Ambiente a través de su Fondo para el Reciclaje (FPR);Educación sobre el buen uso de las composteras y acompañamiento a los usuarios son factores críticos para el éxito de la medida. Identificación de los principales generadores de residuos orgánicos y coordinación para que entreguen sus residuos. Identificación y coordinación de instancias para el uso del compost.;Cantidad de residuos orgánicos valorizados;Actas de reuniones.;2030;;Potenciar la economía circular;Futrono;231
Aumentar la valorización de residuos orgánicos generados a nivel municipal;Mitigación;Economía circular 1.5;Generar instancias para el aprovechamiento del compost por terceros a través de convenios o contratos, o por la misma Municipalidad.;Dirección de Medio Ambiente, Aseo y Ornato;Secplan Gobierno Regional;Subdere;Presupuesto sectorial de la Subsecretaría de Desarrollo Regional a través de su Programa de Mejoramiento de Barrios (PMB) Gobierno Regional a través del FNDR o del Fondo Regional de Interés Local (FRIL) Presupuesto sectorial del Ministerio del Medio Ambiente a través de su Fondo para el Reciclaje (FPR);Educación sobre el buen uso de las composteras y acompañamiento a los usuarios son factores críticos para el éxito de la medida. Identificación de los principales generadores de residuos orgánicos y coordinación para que entreguen sus residuos. Identificación y coordinación de instancias para el uso del compost.;Cantidad de residuos orgánicos valorizados;Convenios o contratos firmados, y/o registro del uso del compost por parte de la Municipalidad.;2027;;Potenciar la economía circular;Futrono;232
Elaborar un plan para reducir pérdidas y desperdicios de alimentos;Mitigación;Economía circular 2.1;Implementación de una campaña de difusión y concientización respecto al desperdicio de alimentos, enfocándose en instituciones clave como colegios y casinos.;Dirección de Medio Ambiente, Aseo y Ornato;Asociación de Municipalidades de la Región de Los Ríos para el Manejo Sustentable de Residuos y la Gestión Ambiental, establecimientos educacionales, sector privado. MOP, Serviu, Seremi de MTT.;Presupuesto municipal Gobierno Regional;Acciones de coordinación con generadores de desperdicios de alimentos;Cantidad de alimentos recuperados o revalorizados;Registros de la campaña ejecutada;2030;;Potenciar la economía circular;Futrono;232
Elaborar un plan para reducir pérdidas y desperdicios de alimentos;Mitigación;Economía circular 2.2;Coordinar con restaurantes y servicios turísticos de la comuna para que tengan desperdicio cero de alimentos.;Dirección de Medio Ambiente, Aseo y Ornato;Asociación de Municipalidades de la Región de Los Ríos para el Manejo Sustentable de Residuos y la Gestión Ambiental, establecimientos educacionales, sector privado. MOP, Serviu, Seremi de MTT.;Presupuesto municipal Gobierno Regional;Acciones de coordinación con generadores de desperdicios de alimentos;Cantidad de alimentos recuperados o revalorizados;Actas de reuniones, mesas de trabajo establecidas, o convenios de colaboración firmados.;2030;;Potenciar la economía circular;Futrono;233
Elaborar un plan para reducir pérdidas y desperdicios de alimentos;Mitigación;Economía circular 2.3;Implementar medidas para que los casinos de establecimientos educacionales en la comuna implementen una política de desperdicio cero de alimentos.;Dirección de Medio Ambiente, Aseo y Ornato;Asociación de Municipalidades de la Región de Los Ríos para el Manejo Sustentable de Residuos y la Gestión Ambiental, establecimientos educacionales, sector privado. MOP, Serviu, Seremi de MTT.;Presupuesto municipal Gobierno Regional;Acciones de coordinación con generadores de desperdicios de alimentos;Cantidad de alimentos recuperados o revalorizados;Actas de reuniones, mesas de trabajo establecidas, o convenios de colaboración firmados.;2030;;Potenciar la economía circular;Futrono;233
Medida de fortalecimiento para la agenda climática del Municipio;Transversal;Transversal 1;Abogar por la creación de un Convenio de Programación Territorial con el Gobierno Regional, que incorpore los objetivos descritos en la medida.;Secplan;Gobierno Regional;;;;Oficio enviado al GORE.;2025;;Medida de fortalecimiento para la agenda climática del Municipio;Futrono;236
Medida de fortalecimiento para la agenda climática del Municipio;Transversal;Transversal 2;Continuar con el convenio con el Ministerio del Medio Ambiente en su programa de certificación ambiental municipal.;Secplan;Gobierno Regional;;;;Convenio vigente;2030;;Medida de fortalecimiento para la agenda climática del Municipio;Futrono;237
