Medida;Tipo de medida;Acciones;Descripción de la accion;Área municipal responsable;Colaboradores;Posibles fuentes de financiamiento;Otros medios de implementación;Indicadores de orientación;Medio de verificación;Plazo máximo;Costo;Transformaciones;Comuna;Pagina donde empiezas a extraer la informacion de la fila
Aumento del uso sostenible y eficiente de los recursos hídricos en el sector agropecuario;Adaptación;Seguridad Hídrica 2.2;Difundir y asesorar a productores, (en base a tamaño) para la postulación de proyectos de riego tecnificado y captación de aguas lluvia en base a los fondos existentes.;Oficina Municipal de Desarrollo Local (Omdel);INIA, Conadi, CNR e Indap Productores agropecuarios;Financiamiento sectorial del Ministerio de Agricultura (Indap, INIA y CNR), Ministerio de Desarrollo Social y Familia (Conadi), y Ministerio de Economía, Fomento y Turismo (Corfo).;Coordinación con productores locales de diversos tamaños, usando las instancias de coordinación existentes o creando nuevas. Trabajo en alianza con el sector privado para replicar prácticas de eficiencia hídrica, como por ejemplo, experiencia Cran Chile.;Indicador 1 Número de productores con infraestructura de riego eficiente y/o captación de aguas lluvia.;Registros de actividades de difusión y asesoramiento.;$4,500,000;$13,500,000;Fortalecer la seguridad hídrica;Lanco;208
Aumento del uso sostenible y eficiente de los recursos hídricos en el sector agropecuario;Adaptación;Seguridad Hídrica 2.3;Gestión de talleres y charlas informativas de INIA a nivel local en base a sus programas disponibles, sobre soluciones que se adapten al cambio climático, apoyando al menos con la facilitación de lugares y contacto con productores locales.;Oficina Municipal de Desarrollo Local (Omdel);INIA, Conadi, CNR e Indap Productores agropecuarios;Financiamiento sectorial del Ministerio de Agricultura (Indap, INIA y CNR), Ministerio de Desarrollo Social y Familia (Conadi), y Ministerio de Economía, Fomento y Turismo (Corfo).;Coordinación con productores locales de diversos tamaños, usando las instancias de coordinación existentes o creando nuevas. Trabajo en alianza con el sector privado para replicar prácticas de eficiencia hídrica, como por ejemplo, experiencia Cran Chile.;Indicador 1 Número de productores con infraestructura de riego eficiente y/o captación de aguas lluvia.;Oficio a INIA con solicitud de implementar charlas bajo programa existente.;;$0;Fortalecer la seguridad hídrica;Lanco;208
Promover la diversificación de la calefacción en sectores urbanos de la comuna;Mitigación — Adaptación;Energía Sustentable 1.1;Coordinar con la Seremi de Energía la implementación de difusión y apoyo técnico a productores locales para adherirse a la certificación Sello Calidad de Leña a través de un convenio de colaboración.;Omdel Secplan;Seremi del Medio Ambiente y Seremi de Energía;Financiamiento sectorial del Ministerio de Energía, y financiamiento del Gobierno Regional;Coordinación con Seremi del Medio Ambiente y Seremi de Energía para el desarrollo de la medida;Indicador 1 Porcentaje de productores de leña certificados con el Sello Calidad de Leña;Convenio de colaboración firmado con Seremi de Energía;2030;$0;Energía sustentable;Lanco;209
Promover la diversificación de la calefacción en sectores urbanos de la comuna;Mitigación — Adaptación;Energía Sustentable 1.2;Incorporar el Sello de Calidad de Leña y de origen comunal, como criterio de compra pública de leña para edificios de administración municipal.;Omdel Secplan;Seremi del Medio Ambiente y Seremi de Energía;Financiamiento sectorial del Ministerio de Energía, y financiamiento del Gobierno Regional;Coordinación con Seremi del Medio Ambiente y Seremi de Energía para el desarrollo de la medida;Indicador 1 Porcentaje de productores de leña certificados con el Sello Calidad de Leña;Criterios de compra incorporados;2030;$0;Energía sustentable;Lanco;210
Promover la diversificación de la calefacción en sectores urbanos de la comuna;Mitigación — Adaptación;Energía Sustentable 1.3;Poner a disposición la información, requisitos y apoyo en la postulación al Fondo Concursable Leña Más Seca de la Agencia de Sostenibilidad Energética para productores locales;Omdel Secplan;Seremi del Medio Ambiente y Seremi de Energía;Financiamiento sectorial del Ministerio de Energía, y financiamiento del Gobierno Regional;Coordinación con Seremi del Medio Ambiente y Seremi de Energía para el desarrollo de la medida;Indicador 1 Porcentaje de productores de leña certificados con el Sello Calidad de Leña;Publicación en redes sociales o medios de verificación de campaña o talleres realizados;2030;$500,000;Energía sustentable;Lanco;210
Promover la diversificación de la calefacción en sectores urbanos de la comuna;Mitigación — Adaptación;Energía Sustentable 1.4;Poner a disposición para consumidores, el listado de productores locales con certificación de Sello de Calidad en la comuna, a través de diferentes medios de comunicación, tales como medios digitales, prensa escrita, en oficinas presenciales.;Omdel Secplan;Seremi del Medio Ambiente y Seremi de Energía;Financiamiento sectorial del Ministerio de Energía, y financiamiento del Gobierno Regional;Coordinación con Seremi del Medio Ambiente y Seremi de Energía para el desarrollo de la medida;Indicador 1 Porcentaje de productores de leña certificados con el Sello Calidad de Leña;Listado de productores publicados en los medios locales;2030;$500,000;Energía sustentable;Lanco;211
Promover la diversificación de la calefacción en sectores urbanos de la comuna;Mitigación — Adaptación;Energía Sustentable 1.5;Coordinar con Gobierno Regional la ejecución de un proyecto de recambio de calefactores para la comuna donde se instalen soluciones bajas en emisiones de GEI.;Omdel Secplan;Seremi del Medio Ambiente y Seremi de Energía;Financiamiento sectorial del Ministerio de Energía, y financiamiento del Gobierno Regional;Coordinación con Seremi del Medio Ambiente y Seremi de Energía para el desarrollo de la medida;Indicador 1 Porcentaje de productores de leña certificados con el Sello Calidad de Leña;Oficio/Mesa de trabajo/ convenio de colaboración;2030;$0;Energía sustentable;Lanco;211
Promover la aislación térmica en viviendas nuevas y existentes, en sectores urbano y rural;Mitigación;Energía Sustentable 2.1;Establecer un convenio de colaboración o mesa de trabajo con el MINVU que apunte a mejorar la aislación térmica de las viviendas.;Departamento de Vivienda Secplan;Seremi Minvu Serviu Comité de Vivienda Municipalidad;Fondos sectoriales del Ministerio de Vivienda y Urbanismo (Minvu), principalmente a través de su Programa de Protección del Patrimonio Familiar (PPPF) . Programa de Mejoramiento Urbano (PMU) de la Subdere;Coordinación con Minvu a través de Convenio de Colaboración Crear una entidad patrocinante municipal;Indicador 1 Porcentaje de viviendas en la comuna con subsidio de aislación térmica incorporado;Convenio de colaboración iniciado o mesa de trabajo establecida;2030;$0;Energía sustentable;Lanco;212
Promover la aislación térmica en viviendas nuevas y existentes, en sectores urbano y rural;Mitigación;Energía Sustentable 2.2;Ejecutar campaña de educación en torno a la aislación térmica de viviendas.;Departamento de Vivienda Secplan;Seremi Minvu Serviu Comité de Vivienda Municipalidad;Fondos sectoriales del Ministerio de Vivienda y Urbanismo (Minvu), principalmente a través de su Programa de Protección del Patrimonio Familiar (PPPF) . Programa de Mejoramiento Urbano (PMU) de la Subdere;Coordinación con Minvu a través de Convenio de Colaboración Crear una entidad patrocinante municipal;Indicador 1 Porcentaje de viviendas en la comuna con subsidio de aislación térmica incorporado;Registro de actividades educativas implementadas;2030;$4,000,000;Energía sustentable;Lanco;213
Promover la aislación térmica en viviendas nuevas y existentes, en sectores urbano y rural;Mitigación;Energía Sustentable 2.3;Evaluar e implementar la inclusión de criterios de eficiencia energética en bases de licitación de proyectos municipales, incluyendo aislación térmica.;Departamento de Vivienda Secplan;Seremi Minvu Serviu Comité de Vivienda Municipalidad;Fondos sectoriales del Ministerio de Vivienda y Urbanismo (Minvu), principalmente a través de su Programa de Protección del Patrimonio Familiar (PPPF) . Programa de Mejoramiento Urbano (PMU) de la Subdere;Coordinación con Minvu a través de Convenio de Colaboración Crear una entidad patrocinante municipal;Indicador 1 Porcentaje de viviendas en la comuna con subsidio de aislación térmica incorporado;Instructivo interno difundido;2030;$2,500,000;Energía sustentable;Lanco;213
Recambio de luminarias;Mitigación;Energía Sustentable 3.1;Levantamiento de información sobre la situación del alumbrado público de la comuna en los sectores en que aún no se ha hecho el recambio de luminarias o donde exista la necesidad de agregar nuevas luminarias.;Secplan;Seremi de Energía;Ministerio de Energía (Programa Recambio de Luminarias de Alumbrado Público) Subsecretaría de Desarrollo Regional Gobierno regional Recursos propios asociados a mantención de espacio público;;Indicador 1 Porcentaje de luminarias energéticamente eficientes en relación al total de la comuna;Informe sobre la situación del alumbrado público;2026;$14,400,000;Energía sustentable;Lanco;213
Recambio de luminarias;Mitigación;Energía Sustentable 3.2;Priorizar sectores de la comuna para recambio o adición de luminarias y ejecutar en esos sectores.;Secplan;Seremi de Energía;Ministerio de Energía (Programa Recambio de Luminarias de Alumbrado Público) Subsecretaría de Desarrollo Regional Gobierno regional Recursos propios asociados a mantención de espacio público;;Indicador 1 Porcentaje de luminarias energéticamente eficientes en relación al total de la comuna;Registro de sectores con cambio de luminarias;2030;$105,000,000;Energía sustentable;Lanco;214
Fomento del uso de modos de transporte no motorizados;Mitigación;Movilidad Sostenible 1.1;Identificar a nivel de perfil posibles ciclovías a desarrollar en la comuna.;Departamento de Tránsito y Transporte, Secplan;Seremi MTT, Serviu, MOP;GORE para el financiamiento (diseño y/o construcción) de proyectos de ciclovías, zonas peatonales y/o la instalación de bicicleteros. Se puede evaluar ejecutar un convenio de programación. Serviu para el financiamiento de diseño y/o construcción de ciclovías urbanas. Además de las zonas peatonales en lugares urbanos. MOP para el financiamiento de diseño y/o construcción de ciclovías interurbanas Minvu a través de Ley de Aportes al Espacio Público;Minvu y Sectra proveen guías de diseño de ciclovías y vialidad ciclo inclusiva;Indicador 1 Porcentaje de viajes realizados en bicicleta y caminata dentro de la comuna.;Estudio de perfil con el trazado y priorización de posibles ciclovías a desarrollar en la comuna.;2027;$10,000,000;Movilidad sostenible;Lanco;214
Fomento del uso de modos de transporte no motorizados;Mitigación;Movilidad Sostenible 1.2;Solicitar financiamiento para el diseño de las principales ciclovías identificadas (arquitectura, ingeniería y especialidades) y/o construcción de estas.;Departamento de Tránsito y Transporte, Secplan;Seremi MTT, Serviu, MOP;GORE para el financiamiento (diseño y/o construcción) de proyectos de ciclovías, zonas peatonales y/o la instalación de bicicleteros. Se puede evaluar ejecutar un convenio de programación. Serviu para el financiamiento de diseño y/o construcción de ciclovías urbanas. Además de las zonas peatonales en lugares urbanos. MOP para el financiamiento de diseño y/o construcción de ciclovías interurbanas Minvu a través de Ley de Aportes al Espacio Público;Minvu y Sectra proveen guías de diseño de ciclovías y vialidad ciclo inclusiva;Indicador 1 Porcentaje de viajes realizados en bicicleta y caminata dentro de la comuna.;Solicitud de financiamiento al GORE, Serviu y/o MOP para desarrollar estudio de diseño y/o la construcción de las principales ciclovías identificadas.;2030;$0;Movilidad sostenible;Lanco;215
Fomento del uso de modos de transporte no motorizados;Mitigación;Movilidad Sostenible 1.3;Instalar bicicleteros en sectores estratégicos de la comuna, considerando posibilidad de conexión con otros medios de transporte.;Departamento de Tránsito y Transporte, Secplan;Seremi MTT, Serviu, MOP;GORE para el financiamiento (diseño y/o construcción) de proyectos de ciclovías, zonas peatonales y/o la instalación de bicicleteros. Se puede evaluar ejecutar un convenio de programación. Serviu para el financiamiento de diseño y/o construcción de ciclovías urbanas. Además de las zonas peatonales en lugares urbanos. MOP para el financiamiento de diseño y/o construcción de ciclovías interurbanas Minvu a través de Ley de Aportes al Espacio Público;Minvu y Sectra proveen guías de diseño de ciclovías y vialidad ciclo inclusiva;Indicador 1 Porcentaje de viajes realizados en bicicleta y caminata dentro de la comuna.;Contratos con proveedores de bicicleteros.;2030;$5,000,000;Movilidad sostenible;Lanco;215
Fomento del uso de modos de transporte no motorizados;Mitigación;Movilidad Sostenible 1.4;Realizar campañas que inviten a los habitantes de la comuna a usar modos de transporte activos.;Departamento de Tránsito y Transporte, Secplan;Seremi MTT, Serviu, MOP;GORE para el financiamiento (diseño y/o construcción) de proyectos de ciclovías, zonas peatonales y/o la instalación de bicicleteros. Se puede evaluar ejecutar un convenio de programación. Serviu para el financiamiento de diseño y/o construcción de ciclovías urbanas. Además de las zonas peatonales en lugares urbanos. MOP para el financiamiento de diseño y/o construcción de ciclovías interurbanas Minvu a través de Ley de Aportes al Espacio Público;Minvu y Sectra proveen guías de diseño de ciclovías y vialidad ciclo inclusiva;Indicador 1 Porcentaje de viajes realizados en bicicleta y caminata dentro de la comuna.;Registros de las campañas de comunicación.;2030;$3,000,000;Movilidad sostenible;Lanco;216
Fomento a la electromovilidad en el sector privado y municipal;Mitigación;Movilidad Sostenible 2.1;Crear mesa de trabajo o convenio de colaboración con empresas de estaciones de servicio o distribuidoras de electricidad, para la instalación de puntos de carga de vehículos eléctricos disponibles al público.;Secplan;Seremi de Energía Empresas privadas Gobierno Regional;Financiamiento privado. Financiamiento sectorial desde la Subdere, Ministerio de Transporte y Telecomunicaciones. Financiamiento regional desde el GORE y presupuesto municipal.;Coordinación con Seremi de Energía y empresas de estaciones de servicios y/o distribuidora eléctrica local para instalación de un punto de carga.;Indicador 1 Cantidad de cargadores instalados en la comuna;Mesa de trabajo establecida o convenio de colaboración firmado.;2025;$0;Movilidad sostenible;Lanco;216
Fomento a la electromovilidad en el sector privado y municipal;Mitigación;Movilidad Sostenible 2.2;Generar un plan de recambio de la flota vehicular municipal por vehículos eléctricos o híbridos;Secplan;Seremi de Energía Empresas privadas Gobierno Regional;Financiamiento privado. Financiamiento sectorial desde la Subdere, Ministerio de Transporte y Telecomunicaciones. Financiamiento regional desde el GORE y presupuesto municipal.;Coordinación con Seremi de Energía y empresas de estaciones de servicios y/o distribuidora eléctrica local para instalación de un punto de carga.;Indicador 1 Cantidad de cargadores instalados en la comuna;Plan presentado al concejo municipal para aprobación;2027;$0;Movilidad sostenible;Lanco;217
Aumentar la valorización de residuos orgánicos generados a nivel comunal;Mitigación;Economía Circular 1.1;Identificar proyectos de otras instituciones que pudiesen ser postulados desde la comuna para financiar los sistemas de compostaje.;Departamento de Medio Ambiente, Dirección de Operaciones;Gobierno Regional, Asociación de Municipalidades de la Región de Los Ríos para el Manejo Sustentable de Residuos y la Gestión Ambiental;Presupuesto sectorial de la Subsecretaría de Desarrollo Regional a través de su Programa de Mejoramiento de Barrios (PMB) Gobierno Regional a través del FNDR o del Fondo Regional de Interés Local (FRIL) Presupuesto sectorial del Ministerio del Medio Ambiente a través de su Fondo para el Reciclaje (FPR);Educación sobre el buen uso de las composteras y el seguimiento a los usuarios es crítico para el éxito de la medida. Identificación de los principales generadores de residuos orgánicos y coordinación para que entreguen sus residuos.Identificación y coordinación de instancias para el uso del compost.;Indicador compostaje Cantidad de residuos orgánicos valorizados;Listado de proyectos identificados;2025;$0;Economía circular;Lanco;217
Aumentar la valorización de residuos orgánicos generados a nivel comunal;Mitigación;Economía Circular 1.2;Seleccionar los proyectos a ejecutar, evaluando la pertinencia de las escalas de compostaje: doméstica, comunitaria o comunal.;Departamento de Medio Ambiente, Dirección de Operaciones;Gobierno Regional, Asociación de Municipalidades de la Región de Los Ríos para el Manejo Sustentable de Residuos y la Gestión Ambiental;Presupuesto sectorial de la Subsecretaría de Desarrollo Regional a través de su Programa de Mejoramiento de Barrios (PMB) Gobierno Regional a través del FNDR o del Fondo Regional de Interés Local (FRIL) Presupuesto sectorial del Ministerio del Medio Ambiente a través de su Fondo para el Reciclaje (FPR);Educación sobre el buen uso de las composteras y el seguimiento a los usuarios es crítico para el éxito de la medida. Identificación de los principales generadores de residuos orgánicos y coordinación para que entreguen sus residuos.Identificación y coordinación de instancias para el uso del compost.;Indicador compostaje Cantidad de residuos orgánicos valorizados;Informe con proyectos seleccionados con su respectiva escala.;2026;$2,500,000;Economía circular;Lanco;218
Aumentar la valorización de residuos orgánicos generados a nivel comunal;Mitigación;Economía Circular 1.3;Ejecutar los proyectos, incluyendo instancias de educación y sensibilización a los usuarios, con seguimiento de al menos un año.;Departamento de Medio Ambiente, Dirección de Operaciones;Gobierno Regional, Asociación de Municipalidades de la Región de Los Ríos para el Manejo Sustentable de Residuos y la Gestión Ambiental;Presupuesto sectorial de la Subsecretaría de Desarrollo Regional a través de su Programa de Mejoramiento de Barrios (PMB) Gobierno Regional a través del FNDR o del Fondo Regional de Interés Local (FRIL) Presupuesto sectorial del Ministerio del Medio Ambiente a través de su Fondo para el Reciclaje (FPR);Educación sobre el buen uso de las composteras y el seguimiento a los usuarios es crítico para el éxito de la medida. Identificación de los principales generadores de residuos orgánicos y coordinación para que entreguen sus residuos.Identificación y coordinación de instancias para el uso del compost.;Indicador compostaje Cantidad de residuos orgánicos valorizados;Contratos, convenios de colaboración, u otro documento que dé cuenta del inicio de los proyectos.;2030;$46,000,000;Economía circular;Lanco;218
Aumentar la valorización de residuos orgánicos generados a nivel comunal;Mitigación;Economía Circular 1.4;Coordinar con la comunidad educativa para la ejecución de proyectos de compostaje, incluyendo la sensibilización de la comunidad educativa.;Departamento de Medio Ambiente, Dirección de Operaciones;Gobierno Regional, Asociación de Municipalidades de la Región de Los Ríos para el Manejo Sustentable de Residuos y la Gestión Ambiental;Presupuesto sectorial de la Subsecretaría de Desarrollo Regional a través de su Programa de Mejoramiento de Barrios (PMB) Gobierno Regional a través del FNDR o del Fondo Regional de Interés Local (FRIL) Presupuesto sectorial del Ministerio del Medio Ambiente a través de su Fondo para el Reciclaje (FPR);Educación sobre el buen uso de las composteras y el seguimiento a los usuarios es crítico para el éxito de la medida. Identificación de los principales generadores de residuos orgánicos y coordinación para que entreguen sus residuos.Identificación y coordinación de instancias para el uso del compost.;Indicador compostaje Cantidad de residuos orgánicos valorizados;Actas de reuniones.;2030;$1,700,000;Economía circular;Lanco;219
Aumentar la valorización de residuos orgánicos generados a nivel comunal;Mitigación;Economía Circular 1.5;Generar las instancias para el aprovechamiento del compost por terceros a través de convenios o contratos, o por la misma municipalidad.;Departamento de Medio Ambiente, Dirección de Operaciones;Gobierno Regional, Asociación de Municipalidades de la Región de Los Ríos para el Manejo Sustentable de Residuos y la Gestión Ambiental;Presupuesto sectorial de la Subsecretaría de Desarrollo Regional a través de su Programa de Mejoramiento de Barrios (PMB) Gobierno Regional a través del FNDR o del Fondo Regional de Interés Local (FRIL) Presupuesto sectorial del Ministerio del Medio Ambiente a través de su Fondo para el Reciclaje (FPR);Educación sobre el buen uso de las composteras y el seguimiento a los usuarios es crítico para el éxito de la medida. Identificación de los principales generadores de residuos orgánicos y coordinación para que entreguen sus residuos.Identificación y coordinación de instancias para el uso del compost.;Indicador compostaje Cantidad de residuos orgánicos valorizados;Convenios o contratos firmados, y/o registro del uso del compost por parte de la municipalidad.;2027;$0;Economía circular;Lanco;219
Elaborar un plan para reducir pérdidas y desperdicios de alimentos;Mitigación;Economía Circular 2.1;Implementar una campaña de difusión y concientización respecto al desperdicio de alimentos, enfocándose en instituciones clave como colegios y casinos.;Medio Ambiente;Asociación de Municipalidades de la Región de Los Ríos para el Manejo Sustentable de Residuos y la Gestión Ambiental;Subsecretaría de Desarrollo Regional Gobierno regional FNDR Acciones Concurrentes (Programa de Mejoramiento de Barrios — PMB) Fondo Regional de Interés Local (FRIL) Fondo para el Reciclaje;Coordinación con generadores de desperdicios de alimentos (casinos y restaurantes) y Junaeb Coordinación con la asociación de municipalidades para generar un plan en conjunto y articular con actores relevantes. Coordinación con Seremi de Educación para analizar opciones de implementar política de desperdicio cero de alimentos.;Indicador valorización en servicios y comercios Cantidad de alimentos recuperados o revalorizados;Registros de la campaña ejecutada;2030;$3,000,000;Economía circular;Lanco;220
Elaborar un plan para reducir pérdidas y desperdicios de alimentos;Mitigación;Economía Circular 2.3;Implementar medidas para que los casinos de establecimientos educacionales en la comuna implementen una política de desperdicio cero de alimentos.;Medio Ambiente;Asociación de Municipalidades de la Región de Los Ríos para el Manejo Sustentable de Residuos y la Gestión Ambiental;Subsecretaría de Desarrollo Regional Gobierno regional FNDR Acciones Concurrentes (Programa de Mejoramiento de Barrios — PMB) Fondo Regional de Interés Local (FRIL) Fondo para el Reciclaje;Coordinación con generadores de desperdicios de alimentos (casinos y restaurantes) y Junaeb Coordinación con la asociación de municipalidades para generar un plan en conjunto y articular con actores relevantes. Coordinación con Seremi de Educación para analizar opciones de implementar política de desperdicio cero de alimentos.;Indicador valorización en servicios y comercios Cantidad de alimentos recuperados o revalorizados;Actas de reuniones, mesas de trabajo establecidas, o convenios de colaboración firmados.;2030;$2,500,000;Economía circular;Lanco;220
Medida de fortalecimiento para la agenda climática del Municipio;Transversal;Transversal 1;Abogar por la creación de un Convenio de Programación Territorial con el Gobierno Regional, que incorpore los objetivos descritos en la medida.;Secplan;Gobierno Regional;Presupuesto municipal y del Gobierno Regional;Creación de Convenio de Programación Territorial con el GORE de carácter plurianual, estableciendo presupuestos y objetivos por el plazo establecido en el PACCC.;Indicador Convenio de Programación Territorial con el Gobierno Regional aprobado por resolución.;Oficio enviado al GORE.;2025;$0;Transversal;Lanco;221
Medida de fortalecimiento para la agenda climática del Municipio;Transversal;Transversal 2;Continuar con el convenio con el Ministerio del Medio Ambiente en su programa de certificación ambiental municipal.;Secplan;Gobierno Regional;Presupuesto municipal y del Gobierno Regional;Creación de Convenio de Programación Territorial con el GORE de carácter plurianual, estableciendo presupuestos y objetivos por el plazo establecido en el PACCC.;Indicador Convenio de Programación Territorial con el Gobierno Regional aprobado por resolución.;Convenio vigente;2030;$23,000,000;Transversal;Lanco;221
